sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.871;-2.077;9.1047;-4.3192;-1.8929;8.5984;3.3934;-0.2057;0.5483;-2.5658;0.6235;-0.3349;45.0225;29.04;8.23;-37.74;270.71;7.25;24.81;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;6;2023-09-21 21:22:00:428
-1.194;-2.0841;10.5045;-4.3192;-1.8929;8.5984;3.3934;-0.2057;0.5483;-2.3941;0.4133;-0.4656;45.0225;29.04;8.23;-37.74;270.71;7.25;24.81;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;11;2023-09-21 21:22:00:433
-1.194;-2.0841;10.5045;-4.3547;-2.2208;8.5015;3.1218;0.0937;2.0281;-2.3941;0.4133;-0.4656;45.0225;30.21;10.33;-36.82;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;15;2023-09-21 21:22:00:437
-1.194;-2.0841;10.5045;-4.3547;-2.2208;8.5015;3.1218;0.0937;2.0281;-2.3941;0.4133;-0.4656;45.0225;30.21;10.33;-36.82;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;21;2023-09-21 21:22:00:443
-1.8473;-2.0506;11.7847;-4.3547;-2.2208;8.5015;3.1218;0.0937;2.0281;-2.052;0.2771;-0.6232;45.0225;30.21;10.33;-36.82;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;25;2023-09-21 21:22:00:447
-1.8473;-2.0506;11.7847;-4.3571;-2.5095;8.4196;2.5066;0.417;3.4181;-1.7375;0.3492;-0.7026;45.0225;30.62;11.14;-36.92;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;31;2023-09-21 21:22:00:453
-1.8473;-2.0506;11.7847;-4.3571;-2.5095;8.4196;2.5066;0.417;3.4181;-1.7375;0.3492;-0.7026;45.0225;30.62;11.14;-36.92;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;36;2023-09-21 21:22:00:458
-2.6847;-2.0937;12.3422;-4.3571;-2.5095;8.4196;2.5066;0.417;3.4181;-1.7375;0.3492;-0.7026;45.0225;30.62;11.14;-36.92;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;40;2023-09-21 21:22:00:462
-2.6847;-2.0937;12.3422;-4.3707;-2.7446;8.3388;1.5285;0.5945;4.1551;-1.4394;0.5722;-0.7198;45.0225;30.62;11.14;-36.92;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;46;2023-09-21 21:22:00:468
-3.661;-2.3306;12.2273;-4.3707;-2.7446;8.3388;1.5285;0.5945;4.1551;-1.4394;0.5722;-0.7198;45.0225;31.05;12.9;-36.84;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;51;2023-09-21 21:22:00:473
-3.661;-2.3306;12.2273;-4.3707;-2.7446;8.3388;1.5285;0.5945;4.1551;-1.1351;0.8782;-0.702;45.0225;31.05;12.9;-36.84;265.26;13.09;27.12;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;55;2023-09-21 21:22:00:477
-3.661;-2.3306;12.2273;-4.4277;-2.9292;8.2454;0.6433;0.5426;4.0487;-1.1351;0.8782;-0.702;45.0225;31.05;12.9;-36.84;265.26;13.09;27.12;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;61;2023-09-21 21:22:00:483
-4.1779;-2.3258;11.2846;-4.4277;-2.9292;8.2454;0.6433;0.5426;4.0487;-0.972;0.9814;-0.7008;45.0225;31.18;15.04;-36.28;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;66;2023-09-21 21:22:00:488
-4.1779;-2.3258;11.2846;-4.4277;-2.9292;8.2454;0.6433;0.5426;4.0487;-0.972;0.9814;-0.7008;45.0225;31.18;15.04;-36.28;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;71;2023-09-21 21:22:00:493
-4.1779;-2.3258;11.2846;-4.5062;-3.0821;8.1465;0.2369;0.731;3.1475;-0.972;0.9814;-0.7008;45.0225;31.18;15.04;-36.28;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;75;2023-09-21 21:22:00:497
-4.4459;-2.1703;10.4399;-4.5062;-3.0821;8.1465;0.2369;0.731;3.1475;-0.889;0.9277;-0.6953;45.0225;31.28;16.01;-35.78;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;81;2023-09-21 21:22:00:503
-4.4459;-2.1703;10.4399;-4.572;-3.2253;8.0539;0.2369;0.731;3.1475;-0.889;0.9277;-0.6953;45.0225;31.28;16.01;-35.78;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;86;2023-09-21 21:22:00:508
-5.1087;-1.8281;9.3655;-4.572;-3.2253;8.0539;-0.1715;1.1601;1.9812;-0.9207;0.6656;-0.6654;45.0225;31.28;16.01;-35.78;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;90;2023-09-21 21:22:00:512
-5.1087;-1.8281;9.3655;-4.572;-3.2253;8.0539;-0.1715;1.1601;1.9812;-0.9207;0.6656;-0.6654;45.0225;31.28;16.01;-35.78;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;96;2023-09-21 21:22:00:518
-5.1087;-1.8281;9.3655;-4.572;-3.2253;8.0539;-0.1715;1.1601;1.9812;-0.9812;0.3626;-0.5902;45.0225;31.37;17.53;-35.76;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;100;2023-09-21 21:22:00:522
-5.8457;-1.6917;9.0329;-4.5983;-3.3693;7.9796;-0.9215;1.6003;1.2451;-0.9812;0.3626;-0.5902;45.0225;31.37;17.53;-35.76;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;106;2023-09-21 21:22:00:528
-5.8457;-1.6917;9.0329;-4.5983;-3.3693;7.9796;-0.9215;1.6003;1.2451;-1.0411;0.136;-0.4815;45.0225;31.37;17.53;-35.76;272.57;17.38;28.24;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;110;2023-09-21 21:22:00:532
-6.8339;-1.7874;9.2195;-4.5918;-3.5105;7.9223;-1.8699;1.734;1.2828;-1.0411;0.136;-0.4815;45.0225;31.59;19.28;-34.89;276.51;20.98;30.1;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;116;2023-09-21 21:22:00:538
-6.8339;-1.7874;9.2195;-4.5918;-3.5105;7.9223;-1.8699;1.734;1.2828;-1.0319;-0.1291;-0.3196;79.9875;31.59;19.28;-34.89;276.51;20.98;30.1;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;120;2023-09-21 21:22:00:542
-7.7192;-1.9071;9.4277;-4.5918;-3.5105;7.9223;-1.8699;1.734;1.2828;-1.0319;-0.1291;-0.3196;79.9875;31.59;19.28;-34.89;276.51;20.98;30.1;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;127;2023-09-21 21:22:00:549
-7.7192;-1.9071;9.4277;-4.561;-3.6325;7.8849;-2.9512;1.7229;1.58;-0.9354;-0.4162;-0.1101;79.9875;31.59;19.28;-34.89;276.51;20.98;30.1;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;130;2023-09-21 21:22:00:552
-7.7192;-1.9071;9.4277;-4.561;-3.6325;7.8849;-2.9512;1.7229;1.58;-0.9354;-0.4162;-0.1101;79.9875;31.59;19.28;-34.89;276.51;20.98;30.1;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;136;2023-09-21 21:22:00:558
-8.4562;-2.0602;9.5426;-4.561;-3.6325;7.8849;-2.9512;1.7229;1.58;-0.8425;-0.6282;0.0878;79.9875;32.04;20.36;-34.54;276.51;20.98;30.1;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;141;2023-09-21 21:22:00:563
-8.4562;-2.0602;9.5426;-4.5091;-3.7208;7.8736;-3.934;1.6378;1.743;-0.8425;-0.6282;0.0878;79.9875;32.04;20.36;-34.54;276.51;20.98;30.1;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;146;2023-09-21 21:22:00:568
-8.4562;-2.0602;9.5426;-4.5091;-3.7208;7.8736;-3.934;1.6378;1.743;-0.8425;-0.6282;0.0878;79.9875;32.04;20.36;-34.54;276.51;20.98;30.1;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;150;2023-09-21 21:22:00:572
-8.8774;-2.1344;9.6383;-4.5091;-3.7208;7.8736;-3.934;1.6378;1.743;-0.732;-0.7882;0.3114;79.9875;32.04;20.36;-34.54;276.51;20.98;30.1;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;156;2023-09-21 21:22:00:578
-8.8774;-2.1344;9.6383;-4.4493;-3.776;7.8814;-4.5016;1.6115;1.8393;-0.732;-0.7882;0.3114;79.9875;32.81;20.87;-34.57;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;160;2023-09-21 21:22:00:582
-9.0114;-2.0291;9.6239;-4.4493;-3.776;7.8814;-4.5016;1.6115;1.8393;-0.6183;-0.776;0.5105;79.9875;32.81;20.87;-34.57;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;165;2023-09-21 21:22:00:587
-9.0114;-2.0291;9.6239;-4.4493;-3.776;7.8814;-4.5016;1.6115;1.8393;-0.6183;-0.776;0.5105;79.9875;32.81;20.87;-34.57;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;170;2023-09-21 21:22:00:592
-9.0114;-2.0291;9.6239;-4.4052;-3.8007;7.8942;-4.6194;1.7527;1.782;-0.5316;-0.6258;0.6303;79.9875;32.81;20.87;-34.57;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;176;2023-09-21 21:22:00:598
-8.4108;-1.8903;9.4182;-4.4052;-3.8007;7.8942;-4.6194;1.7527;1.782;-0.5316;-0.6258;0.6303;79.9875;32.51;21.19;-34.22;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;180;2023-09-21 21:22:00:602
-8.4108;-1.8903;9.4182;-4.4052;-3.8007;7.8942;-4.6194;1.7527;1.782;-0.4595;-0.3576;0.6736;79.9875;32.51;21.19;-34.22;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;186;2023-09-21 21:22:00:608
-8.4108;-1.8903;9.4182;-4.4008;-3.8035;7.8954;-3.9771;1.8931;1.5567;-0.4595;-0.3576;0.6736;79.9875;32.51;21.19;-34.22;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;190;2023-09-21 21:22:00:612
-7.7958;-1.7539;9.076;-4.4008;-3.8035;7.8954;-3.9771;1.8931;1.5567;-0.396;-0.0247;0.6498;79.9875;32.51;21.19;-34.22;278.52;22.3;29.8;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;196;2023-09-21 21:22:00:618
-7.7958;-1.7539;9.076;-4.4008;-3.8035;7.8954;-3.9771;1.8931;1.5567;-0.396;-0.0247;0.6498;79.9875;32.49;21.11;-34.76;277.6;22.82;29.13;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;201;2023-09-21 21:22:00:623
-7.7958;-1.7539;9.076;-4.4471;-3.7965;7.8728;-3.2329;2.079;1.1178;-0.3239;0.2789;0.5887;79.9875;32.49;21.11;-34.76;277.6;22.82;29.13;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;205;2023-09-21 21:22:00:627
-7.3149;-1.5673;8.4275;-4.4471;-3.7965;7.8728;-3.2329;2.079;1.1178;-0.3239;0.2789;0.5887;79.9875;32.49;21.11;-34.76;277.6;22.82;29.13;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;210;2023-09-21 21:22:00:632
-7.3149;-1.5673;8.4275;-4.4471;-3.7965;7.8728;-3.2329;2.079;1.1178;-0.2341;0.6112;0.5026;79.9875;32.49;21.11;-34.76;277.6;22.82;29.13;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;215;2023-09-21 21:22:00:637
-7.2407;-1.6606;7.736;-4.5363;-3.7829;7.8283;-2.7477;2.1903;0.4471;-0.2341;0.6112;0.5026;79.9875;32.33;21.17;-34.89;277.6;22.82;29.13;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;221;2023-09-21 21:22:00:643
-7.2407;-1.6606;7.736;-4.5363;-3.7829;7.8283;-2.7477;2.1903;0.4471;-0.181;0.8104;0.4421;79.9875;32.33;21.17;-34.89;277.6;22.82;29.13;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;225;2023-09-21 21:22:00:647
-7.6379;-2.0698;6.9272;-4.6576;-3.766;7.765;-2.7401;1.9216;-0.3647;-0.181;0.8104;0.4421;79.9875;32.33;21.17;-34.89;277.6;22.82;29.13;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;231;2023-09-21 21:22:00:653
-7.6379;-2.0698;6.9272;-4.6576;-3.766;7.765;-2.7401;1.9216;-0.3647;-0.1376;0.9002;0.4366;79.9875;32.33;21.17;-34.89;277.6;22.82;29.13;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;235;2023-09-21 21:22:00:657
-7.6379;-2.0698;6.9272;-4.6576;-3.766;7.765;-2.7401;1.9216;-0.3647;-0.1376;0.9002;0.4366;79.9875;31.95;21.13;-34.91;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;241;2023-09-21 21:22:00:663
-8.6261;-3.0245;5.6997;-4.7954;-3.7437;7.6915;-3.4307;1.1424;-1.3904;-0.1413;0.979;0.5325;79.9875;31.95;21.13;-34.91;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;246;2023-09-21 21:22:00:668
-8.6261;-3.0245;5.6997;-4.7954;-3.7437;7.6915;-3.4307;1.1424;-1.3904;-0.1413;0.979;0.5325;79.9875;31.95;21.13;-34.91;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;251;2023-09-21 21:22:00:673
-8.6261;-3.0245;5.6997;-4.7954;-3.7437;7.6915;-3.4307;1.1424;-1.3904;-0.2482;1.1525;0.6632;79.9875;31.95;21.13;-34.91;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;256;2023-09-21 21:22:00:678
-9.3918;-3.9194;4.5009;-4.9623;-3.7216;7.5958;-4.2541;0.0259;-2.6751;-0.2482;1.1525;0.6632;79.9875;32.4;21.26;-34.82;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;260;2023-09-21 21:22:00:682
-9.3918;-3.9194;4.5009;-4.9623;-3.7216;7.5958;-4.2541;0.0259;-2.6751;-0.4351;1.3754;0.7879;79.9875;32.4;21.26;-34.82;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;266;2023-09-21 21:22:00:688
-9.8225;-4.4411;3.4911;-4.9623;-3.7216;7.5958;-4.2541;0.0259;-2.6751;-0.4351;1.3754;0.7879;79.9875;32.64;21.51;-34.61;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;270;2023-09-21 21:22:00:692
-9.8225;-4.4411;3.4911;-5.1741;-3.7155;7.4561;-4.7223;-0.8;-4.0422;-0.6666;1.5892;0.9119;79.9875;32.64;21.51;-34.61;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;276;2023-09-21 21:22:00:698
-9.8225;-4.4411;3.4911;-5.1741;-3.7155;7.4561;-4.7223;-0.8;-4.0422;-0.6666;1.5892;0.9119;89.0325;32.64;21.51;-34.61;279.28;22.58;30.96;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;280;2023-09-21 21:22:00:702
-10.0905;-5.1541;1.6798;-5.1741;-3.7155;7.4561;-4.7223;-0.8;-4.0422;-1.0667;1.8385;1.0463;89.0325;33.06;21.15;-34.14;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;286;2023-09-21 21:22:00:708
-10.0905;-5.1541;1.6798;-5.4276;-3.737;7.2626;-4.705;-1.3933;-5.4034;-1.0667;1.8385;1.0463;89.0325;33.06;21.15;-34.14;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;291;2023-09-21 21:22:00:713
-10.0905;-5.1541;1.6798;-5.4276;-3.737;7.2626;-4.705;-1.3933;-5.4034;-1.0667;1.8385;1.0463;89.0325;33.06;21.15;-34.14;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;295;2023-09-21 21:22:00:717
-9.6933;-5.6183;0.2536;-5.4276;-3.737;7.2626;-4.705;-1.3933;-5.4034;-1.5585;1.99;1.1318;89.0325;33.06;21.15;-34.14;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;301;2023-09-21 21:22:00:723
-9.6933;-5.6183;0.2536;-5.7066;-3.801;7.0112;-4.0755;-1.8079;-6.6059;-1.5585;1.99;1.1318;89.0325;33.06;21.15;-34.14;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;305;2023-09-21 21:22:00:727
-9.1645;-6.0419;-0.4666;-5.7066;-3.801;7.0112;-4.0755;-1.8079;-6.6059;-2.0307;2.1457;1.1501;89.0325;33.62;20.76;-33.09;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;311;2023-09-21 21:22:00:733
-9.1645;-6.0419;-0.4666;-5.7066;-3.801;7.0112;-4.0755;-1.8079;-6.6059;-2.0307;2.1457;1.1501;89.0325;33.62;20.76;-33.09;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;315;2023-09-21 21:22:00:737
-8.6548;-6.3864;-0.4499;-6.0023;-3.9214;6.6907;-3.1607;-2.195;-7.1415;-2.5181;2.3944;1.1281;89.0325;33.62;20.76;-33.09;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;321;2023-09-21 21:22:00:743
-8.6548;-6.3864;-0.4499;-6.0023;-3.9214;6.6907;-3.1607;-2.195;-7.1415;-2.5181;2.3944;1.1281;89.0325;33.62;20.76;-33.09;282.57;22.26;34.76;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;326;2023-09-21 21:22:00:748
-8.6548;-6.3864;-0.4499;-6.315;-4.0945;6.287;-2.2161;-2.3625;-6.509;-3.0484;2.6815;1.0224;89.0325;34.5;20.76;-32.32;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;331;2023-09-21 21:22:00:753
-8.1308;-6.4319;0.3206;-6.315;-4.0945;6.287;-2.2161;-2.3625;-6.509;-3.0484;2.6815;1.0224;89.0325;34.5;20.76;-32.32;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;336;2023-09-21 21:22:00:758
-8.1308;-6.4319;0.3206;-6.315;-4.0945;6.287;-2.2161;-2.3625;-6.509;-3.0484;2.6815;1.0224;89.0325;34.5;20.76;-32.32;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;340;2023-09-21 21:22:00:762
-8.1332;-6.5611;1.4668;-6.6226;-4.2899;5.8231;-1.4896;-2.2138;-4.8893;-3.2671;2.8128;0.9497;89.0325;35.48;20.61;-30.6;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;346;2023-09-21 21:22:00:768
-8.1332;-6.5611;1.4668;-6.6226;-4.2899;5.8231;-1.4896;-2.2138;-4.8893;-3.2671;2.8128;0.9497;89.0325;35.48;20.61;-30.6;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;350;2023-09-21 21:22:00:772
-8.1332;-6.5611;1.4668;-6.6226;-4.2899;5.8231;-1.4896;-2.2138;-4.8893;-3.2768;2.8989;0.9736;89.0325;35.48;20.61;-30.6;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;356;2023-09-21 21:22:00:778
-8.3629;-6.7932;2.7278;-6.9188;-4.4678;5.3235;-1.4725;-2.2972;-3.0303;-3.2768;2.8989;0.9736;89.0325;35.48;20.61;-30.6;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;360;2023-09-21 21:22:00:782
-8.3629;-6.7932;2.7278;-6.9188;-4.4678;5.3235;-1.4725;-2.2972;-3.0303;-3.2768;2.8989;0.9736;89.0325;35.48;20.61;-30.6;274.6;23.57;41.9;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;366;2023-09-21 21:22:00:788
-8.0758;-6.6855;3.3212;-6.9188;-4.4678;5.3235;-1.4725;-2.2972;-3.0303;-3.1156;2.9564;1.0243;89.0325;36.75;20.81;-29.08;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;372;2023-09-21 21:22:00:794
-8.0758;-6.6855;3.3212;-7.2014;-4.5995;4.8119;-1.0558;-2.1841;-1.5702;-3.1156;2.9564;1.0243;89.0325;36.75;20.81;-29.08;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;375;2023-09-21 21:22:00:797
-8.0758;-6.6855;3.3212;-7.2014;-4.5995;4.8119;-1.0558;-2.1841;-1.5702;-2.9482;2.8928;1.0316;89.0325;36.75;20.81;-29.08;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;381;2023-09-21 21:22:00:803
-7.736;-6.6018;3.3787;-7.2014;-4.5995;4.8119;-0.366;-1.9472;-0.8854;-2.9482;2.8928;1.0316;89.0325;38.01;21.13;-27.11;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;387;2023-09-21 21:22:00:809
-7.736;-6.6018;3.3787;-7.4565;-4.6872;4.3128;-0.366;-1.9472;-0.8854;-2.7527;2.778;1.0084;89.0325;38.01;21.13;-27.11;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;390;2023-09-21 21:22:00:812
-7.736;-6.6018;3.3787;-7.4565;-4.6872;4.3128;-0.366;-1.9472;-0.8854;-2.7527;2.778;1.0084;89.0325;38.01;21.13;-27.11;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;396;2023-09-21 21:22:00:818
-7.6714;-6.8722;3.0843;-7.4565;-4.6872;4.3128;-0.366;-1.9472;-0.8854;-2.7527;2.778;1.0084;89.0325;38.01;21.13;-27.11;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;401;2023-09-21 21:22:00:823
-7.6714;-6.8722;3.0843;-7.683;-4.7429;3.8271;-0.0458;-2.1418;-0.6849;-2.7148;2.5868;1.0481;89.0325;38.01;21.13;-27.11;171.21;27.1;52.42;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;405;2023-09-21 21:22:00:827
-7.6714;-6.8722;3.0843;-7.683;-4.7429;3.8271;-0.0458;-2.1418;-0.6849;-2.7148;2.5868;1.0481;89.0325;39.39;21.24;-25.03;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;410;2023-09-21 21:22:00:832
-7.6738;-6.9918;2.948;-7.683;-4.7429;3.8271;-0.0458;-2.1418;-0.6849;-2.6996;2.2966;1.0994;89.0325;39.39;21.24;-25.03;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;416;2023-09-21 21:22:00:838
-7.6738;-6.9918;2.948;-7.8784;-4.7687;3.3706;0.1542;-2.2523;-0.3921;-2.6996;2.2966;1.0994;89.0325;39.99;21.09;-24.04;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;422;2023-09-21 21:22:00:844
-7.4249;-6.7358;3.2183;-7.8784;-4.7687;3.3706;0.1542;-2.2523;-0.3921;-2.6428;1.8446;1.1226;89.0325;39.99;21.09;-24.04;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;427;2023-09-21 21:22:00:849
-7.4249;-6.7358;3.2183;-7.8784;-4.7687;3.3706;0.1542;-2.2523;-0.3921;-2.6428;1.8446;1.1226;89.0325;39.99;21.09;-24.04;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;431;2023-09-21 21:22:00:853
-7.4249;-6.7358;3.2183;-8.0373;-4.7678;2.9731;0.5952;-1.972;0.3125;-2.6428;1.8446;1.1226;89.0325;39.99;21.09;-24.04;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;437;2023-09-21 21:22:00:859
-6.8315;-6.3936;3.728;-8.0373;-4.7678;2.9731;0.5952;-1.972;0.3125;-2.5224;1.3724;1.0786;83.025;41.06;21.36;-21.96;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;440;2023-09-21 21:22:00:862
-6.8315;-6.3936;3.728;-8.1595;-4.7516;2.6487;1.5028;-1.5679;1.2578;-2.5224;1.3724;1.0786;83.025;41.06;21.36;-21.96;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;445;2023-09-21 21:22:00:867
-6.1161;-5.9509;4.2903;-8.1595;-4.7516;2.6487;1.5028;-1.5679;1.2578;-2.3459;1.0706;0.8929;83.025;41.06;21.36;-21.96;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;451;2023-09-21 21:22:00:873
-6.1161;-5.9509;4.2903;-8.1595;-4.7516;2.6487;1.5028;-1.5679;1.2578;-2.3459;1.0706;0.8929;83.025;41.06;21.36;-21.96;127.98;28.92;63.52;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;455;2023-09-21 21:22:00:877
-6.1161;-5.9509;4.2903;-8.2521;-4.7385;2.3708;2.1121;-1.156;2.0367;-2.2524;1.0382;0.7475;83.025;42.0;21.81;-19.93;117.13;28.98;72.02;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;462;2023-09-21 21:22:00:884
-6.1113;-5.6183;4.6229;-8.2521;-4.7385;2.3708;2.1121;-1.156;2.0367;-2.2524;1.0382;0.7475;83.025;42.0;21.81;-19.93;117.13;28.98;72.02;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;466;2023-09-21 21:22:00:888
-6.1113;-5.6183;4.6229;-8.2521;-4.7385;2.3708;2.1121;-1.156;2.0367;-2.2524;1.0382;0.7475;83.025;42.0;21.81;-19.93;117.13;28.98;72.02;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;471;2023-09-21 21:22:00:893
-6.1113;-5.6183;4.6229;-8.3249;-4.738;2.1019;2.0921;-0.8481;2.5961;-2.1492;1.1525;0.5295;83.025;42.0;21.81;-19.93;117.13;28.98;72.02;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;475;2023-09-21 21:22:00:897
