sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-4.867;-8.284;-0.6461;-5.1424;-8.1996;-1.5787;0.205;-0.1072;0.9287;0.5001;0.4604;0.1947;0.0;38.34;31.67;10.35;172.79;56.81;107.57;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4336;2023-09-21 21:22:04:758
-5.2259;-8.3605;-0.7083;-5.1424;-8.1996;-1.5787;0.205;-0.1072;0.9287;0.5722;0.4659;0.2161;0.0;38.51;31.29;10.07;172.79;56.81;107.57;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4341;2023-09-21 21:22:04:763
-5.2259;-8.3605;-0.7083;-5.1424;-8.1996;-1.5787;0.205;-0.1072;0.9287;0.5722;0.4659;0.2161;0.0;38.51;31.29;10.07;172.79;56.81;107.57;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4345;2023-09-21 21:22:04:767
-5.2259;-8.3605;-0.7083;-5.1571;-8.1971;-1.5435;-0.1082;-0.203;0.8195;0.5722;0.4659;0.2161;0.0;38.51;31.29;10.07;172.79;56.81;107.57;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4351;2023-09-21 21:22:04:773
-5.3839;-8.4467;-0.9404;-5.1571;-8.1971;-1.5435;-0.1082;-0.203;0.8195;0.6504;0.453;0.2246;0.0;38.51;31.29;10.07;172.79;56.81;107.57;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4356;2023-09-21 21:22:04:778
-5.3839;-8.4467;-0.9404;-5.1571;-8.1971;-1.5435;-0.1082;-0.203;0.8195;0.6504;0.453;0.2246;0.0;38.4;31.39;10.22;175.24;56.71;106.66;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4360;2023-09-21 21:22:04:782
-5.3839;-8.4467;-0.9404;-5.1741;-8.195;-1.4973;-0.2535;-0.2834;0.5439;0.7072;0.4414;0.2308;0.0;38.4;31.39;10.22;175.24;56.71;106.66;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4366;2023-09-21 21:22:04:788
-5.5322;-8.394;-1.0433;-5.1741;-8.195;-1.4973;-0.2535;-0.2834;0.5439;0.7072;0.4414;0.2308;0.0;38.4;31.39;10.22;175.24;56.71;106.66;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4371;2023-09-21 21:22:04:793
-5.5322;-8.394;-1.0433;-5.1741;-8.195;-1.4973;-0.2535;-0.2834;0.5439;0.7384;0.4652;0.2363;0.0;38.4;31.39;10.22;175.24;56.71;106.66;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4375;2023-09-21 21:22:04:797
-5.4987;-8.2074;-1.1964;-5.1925;-8.1928;-1.4444;-0.3673;-0.202;0.3526;0.7384;0.4652;0.2363;0.0;38.36;31.39;10.35;175.24;56.71;106.66;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4381;2023-09-21 21:22:04:803
-5.4987;-8.2074;-1.1964;-5.1925;-8.1928;-1.4444;-0.3673;-0.202;0.3526;0.7384;0.4652;0.2363;0.0;38.36;31.39;10.35;175.24;56.71;106.66;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4385;2023-09-21 21:22:04:807
-5.4987;-8.2074;-1.1964;-5.1925;-8.1928;-1.4444;-0.2761;0.0342;0.1544;0.7555;0.5288;0.2314;0.0;38.36;31.39;10.35;175.24;56.71;106.66;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4390;2023-09-21 21:22:04:812
-5.3958;-7.9298;-1.3184;-5.2104;-8.1903;-1.3932;-0.2761;0.0342;0.1544;0.7555;0.5288;0.2314;0.0;38.38;30.73;10.35;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4396;2023-09-21 21:22:04:818
-5.3958;-7.9298;-1.3184;-5.2104;-8.1903;-1.3932;-0.2761;0.0342;0.1544;0.7543;0.5703;0.2167;0.0;38.38;30.73;10.35;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4401;2023-09-21 21:22:04:823
-5.2714;-7.6881;-1.5194;-5.2258;-8.1883;-1.3467;-0.115;0.3501;-0.0428;0.7543;0.5703;0.2167;0.0;38.38;30.73;10.35;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4406;2023-09-21 21:22:04:828
-5.2714;-7.6881;-1.5194;-5.2258;-8.1883;-1.3467;-0.115;0.3501;-0.0428;0.7323;0.5502;0.1953;0.0;38.38;30.73;10.35;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4411;2023-09-21 21:22:04:833
-5.2714;-7.6881;-1.5194;-5.2258;-8.1883;-1.3467;-0.115;0.3501;-0.0428;0.7323;0.5502;0.1953;0.0;38.01;31.28;10.28;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4416;2023-09-21 21:22:04:838
-5.3097;-7.6379;-1.7396;-5.239;-8.1869;-1.3031;-0.0308;0.5199;-0.34;0.6987;0.5019;0.1788;0.0;38.01;31.28;10.28;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4421;2023-09-21 21:22:04:843
-5.3097;-7.6379;-1.7396;-5.239;-8.1869;-1.3031;-0.0308;0.5199;-0.34;0.6987;0.5019;0.1788;0.0;38.01;31.28;10.28;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4426;2023-09-21 21:22:04:848
-5.3575;-7.6594;-1.9334;-5.239;-8.1869;-1.3031;-0.0308;0.5199;-0.34;0.6345;0.4207;0.1587;0.0;38.01;31.28;10.28;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4431;2023-09-21 21:22:04:853
-5.3575;-7.6594;-1.9334;-5.2514;-8.1855;-1.2614;-0.1088;0.5127;-0.6342;0.6345;0.4207;0.1587;0.0;38.01;31.28;10.28;179.44;56.63;104.97;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4436;2023-09-21 21:22:04:858
-5.3575;-7.6594;-1.9334;-5.2514;-8.1855;-1.2614;-0.1088;0.5127;-0.6342;0.6345;0.4207;0.1587;0.0;38.23;31.44;10.29;183.09;56.58;103.51;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4440;2023-09-21 21:22:04:862
-5.4102;-7.6857;-2.0315;-5.2514;-8.1855;-1.2614;-0.1088;0.5127;-0.6342;0.5545;0.348;0.1367;0.0;38.23;31.44;10.29;183.09;56.58;103.51;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4445;2023-09-21 21:22:04:867
-5.4102;-7.6857;-2.0315;-5.2627;-8.1839;-1.2242;-0.165;0.4769;-0.8078;0.5545;0.348;0.1367;0.0;38.23;31.44;10.29;183.09;56.58;103.51;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4451;2023-09-21 21:22:04:873
-5.4102;-7.6857;-2.0315;-5.2627;-8.1839;-1.2242;-0.165;0.4769;-0.8078;0.469;0.2832;0.1043;0.0;38.23;31.44;10.29;183.09;56.58;103.51;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4456;2023-09-21 21:22:04:878
-5.5537;-7.6499;-2.0794;-5.2717;-8.1826;-1.1934;-0.2844;0.5002;-0.8864;0.469;0.2832;0.1043;0.0;38.36;31.39;9.94;183.09;56.58;103.51;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4462;2023-09-21 21:22:04:884
-5.5537;-7.6499;-2.0794;-5.2717;-8.1826;-1.1934;-0.2844;0.5002;-0.8864;0.469;0.2832;0.1043;0.0;38.36;31.39;9.94;183.09;56.58;103.51;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4465;2023-09-21 21:22:04:887
-5.6279;-7.59;-2.1153;-5.2717;-8.1826;-1.1934;-0.2844;0.5002;-0.8864;0.381;0.1946;0.0811;0.0;38.36;31.39;9.94;183.09;56.58;103.51;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4471;2023-09-21 21:22:04:893
-5.6279;-7.59;-2.1153;-5.2717;-8.1826;-1.1934;-0.2844;0.5002;-0.8864;0.381;0.1946;0.0811;0.0;38.36;31.39;9.94;183.09;56.58;103.51;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4476;2023-09-21 21:22:04:898
-5.6279;-7.59;-2.1153;-5.2797;-8.1814;-1.1665;-0.394;0.5643;-0.9349;0.3004;0.056;0.0689;0.0;38.53;32.03;9.79;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4481;2023-09-21 21:22:04:903
-5.8959;-7.6403;-1.9119;-5.2797;-8.1814;-1.1665;-0.394;0.5643;-0.9349;0.3004;0.056;0.0689;0.0;38.53;32.03;9.79;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4486;2023-09-21 21:22:04:908
-5.8959;-7.6403;-1.9119;-5.2797;-8.1814;-1.1665;-0.394;0.5643;-0.9349;0.3004;0.056;0.0689;0.0;38.53;32.03;9.79;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4490;2023-09-21 21:22:04:912
-5.8959;-7.6403;-1.9119;-5.2893;-8.179;-1.1391;-0.6489;0.5129;-0.766;0.2295;-0.0186;0.0652;0.0;38.53;32.03;9.79;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4495;2023-09-21 21:22:04:917
-6.0251;-7.6403;-1.7013;-5.2893;-8.179;-1.1391;-0.6489;0.5129;-0.766;0.2295;-0.0186;0.0652;0.0;38.66;31.73;10.33;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4501;2023-09-21 21:22:04:923
-6.0251;-7.6403;-1.7013;-5.3;-8.1753;-1.1155;-0.7506;0.5141;-0.5035;0.177;-0.0314;0.0652;0.0;38.66;31.73;10.33;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4505;2023-09-21 21:22:04:927
-5.9868;-7.5494;-1.5769;-5.3;-8.1753;-1.1155;-0.7506;0.5141;-0.5035;0.177;-0.0314;0.0652;0.0;38.66;31.73;10.33;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4511;2023-09-21 21:22:04:933
-5.9868;-7.5494;-1.5769;-5.3;-8.1753;-1.1155;-0.7506;0.5141;-0.5035;0.1507;-0.0821;0.064;0.0;38.66;31.73;10.33;184.85;56.54;102.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4516;2023-09-21 21:22:04:938
-5.9868;-7.5494;-1.5769;-5.3116;-8.1707;-1.0941;-0.8072;0.5727;-0.3191;0.1507;-0.0821;0.064;0.0;38.53;31.18;10.24;186.1;56.48;101.89;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4521;2023-09-21 21:22:04:943
-6.1878;-7.5924;-1.2826;-5.3116;-8.1707;-1.0941;-0.8072;0.5727;-0.3191;0.1263;-0.079;0.0719;0.0;38.53;31.18;10.24;186.1;56.48;101.89;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4526;2023-09-21 21:22:04:948
-6.1878;-7.5924;-1.2826;-5.3116;-8.1707;-1.0941;-0.8072;0.5727;-0.3191;0.1263;-0.079;0.0719;0.0;38.53;31.18;10.24;186.1;56.48;101.89;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4531;2023-09-21 21:22:04:953
-6.0299;-7.5039;-1.1677;-5.3246;-8.1649;-1.0741;-0.8553;0.5707;-0.083;0.1263;-0.079;0.0719;0.0;38.53;31.18;10.24;186.1;56.48;101.89;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4535;2023-09-21 21:22:04:957
-6.0299;-7.5039;-1.1677;-5.3246;-8.1649;-1.0741;-0.8553;0.5707;-0.083;0.1171;-0.0803;0.0793;0.0;38.46;31.14;10.29;186.1;56.48;101.89;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4541;2023-09-21 21:22:04:963
-6.0299;-7.5039;-1.1677;-5.3246;-8.1649;-1.0741;-0.8553;0.5707;-0.083;0.1171;-0.0803;0.0793;0.0;38.46;31.14;10.29;186.1;56.48;101.89;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4546;2023-09-21 21:22:04:968
-6.0826;-7.5398;-0.8734;-5.3385;-8.1585;-1.0529;-0.7615;0.607;0.1196;0.1269;-0.0992;0.0848;0.0;38.46;31.14;10.29;186.1;56.48;101.89;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4551;2023-09-21 21:22:04:973
-6.0826;-7.5398;-0.8734;-5.3385;-8.1585;-1.0529;-0.7615;0.607;0.1196;0.1269;-0.0992;0.0848;0.0;38.44;30.69;10.39;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4556;2023-09-21 21:22:04:978
-5.9509;-7.5182;-0.6628;-5.3482;-8.1542;-1.0372;-0.7615;0.607;0.1196;0.1361;-0.09;0.0841;0.0;38.44;30.69;10.39;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4560;2023-09-21 21:22:04:982
-5.9509;-7.5182;-0.6628;-5.3482;-8.1542;-1.0372;-0.6243;0.5884;0.3364;0.1361;-0.09;0.0841;0.0;38.44;30.69;10.39;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4566;2023-09-21 21:22:04:988
-5.9509;-7.5182;-0.6628;-5.3482;-8.1542;-1.0372;-0.6243;0.5884;0.3364;0.1471;-0.0717;0.0762;0.0;38.44;30.69;10.39;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4571;2023-09-21 21:22:04:993
-5.7882;-7.5781;-0.4929;-5.3612;-8.1487;-1.0132;-0.6243;0.5884;0.3364;0.1471;-0.0717;0.0762;0.0;38.44;30.69;10.39;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4575;2023-09-21 21:22:04:997
-5.7882;-7.5781;-0.4929;-5.3612;-8.1487;-1.0132;-0.4526;0.5432;0.4826;0.1575;-0.0357;0.0603;0.0;38.51;30.69;9.9;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4581;2023-09-21 21:22:05:003
-5.6997;-7.6618;-0.4475;-5.3703;-8.1454;-0.9912;-0.4526;0.5432;0.4826;0.1575;-0.0357;0.0603;0.0;38.51;30.69;9.9;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4586;2023-09-21 21:22:05:008
-5.6997;-7.6618;-0.4475;-5.3703;-8.1454;-0.9912;-0.345;0.4431;0.5281;0.1495;0.0273;0.0359;0.0;38.51;30.69;9.9;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4591;2023-09-21 21:22:05:013
-5.6997;-7.6618;-0.4475;-5.3703;-8.1454;-0.9912;-0.345;0.4431;0.5281;0.1495;0.0273;0.0359;0.0;38.51;30.69;9.9;189.05;56.3;101.16;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4595;2023-09-21 21:22:05:017
-5.6231;-7.7551;-0.4092;-5.3745;-8.1446;-0.9753;-0.345;0.4431;0.5281;0.1489;0.0859;0.0133;0.0;38.57;31.03;9.83;189.71;56.16;100.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4601;2023-09-21 21:22:05:023
-5.6231;-7.7551;-0.4092;-5.3745;-8.1446;-0.9753;-0.2393;0.3051;0.5862;0.1489;0.0859;0.0133;0.0;38.57;31.03;9.83;189.71;56.16;100.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4606;2023-09-21 21:22:05:028
-5.4987;-7.8341;-0.4379;-5.3745;-8.1446;-0.9753;-0.2393;0.3051;0.5862;0.1385;0.1262;-0.035;0.0;38.57;31.03;9.83;189.71;56.16;100.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4610;2023-09-21 21:22:05:032
-5.4987;-7.8341;-0.4379;-5.3716;-8.1476;-0.9657;-0.2393;0.3051;0.5862;0.1385;0.1262;-0.035;0.0;38.34;31.13;9.81;189.71;56.16;100.46;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;4615;2023-09-21 21:22:05:037
-5.4987;-7.8341;-0.4379;-5.3716;-8.1476;-0.9657;-0.1341;0.2864;0.5286;0.1385;0.1262;-0.035;0.0;38.34;31.13;9.81;189.71;56.16;100.46;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4620;2023-09-21 21:22:05:042
-5.482;-7.7647;-0.524;-5.3716;-8.1476;-0.9657;-0.1341;0.2864;0.5286;0.122;0.1018;-0.0973;0.0;38.34;31.13;9.81;189.71;56.16;100.46;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4626;2023-09-21 21:22:05:048
-5.482;-7.7647;-0.524;-5.3605;-8.1559;-0.9575;-0.1341;0.2864;0.5286;0.122;0.1018;-0.0973;0.0;38.55;31.18;9.64;189.71;56.16;100.46;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4631;2023-09-21 21:22:05:053
-5.5585;-7.7121;-0.7346;-5.3605;-8.1559;-0.9575;-0.1635;0.3983;0.3332;0.0958;0.0205;-0.1529;0.0;38.55;31.18;9.64;189.71;56.16;100.46;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4637;2023-09-21 21:22:05:059
-5.5585;-7.7121;-0.7346;-5.3605;-8.1559;-0.9575;-0.1635;0.3983;0.3332;0.0958;0.0205;-0.1529;0.0;38.55;31.18;9.64;189.71;56.16;100.46;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4640;2023-09-21 21:22:05:062
-5.7141;-7.7527;-1.0193;-5.3436;-8.1682;-0.947;-0.1635;0.3983;0.3332;0.0402;-0.0937;-0.1828;0.0;38.68;30.99;9.68;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4646;2023-09-21 21:22:05:068
-5.7141;-7.7527;-1.0193;-5.3436;-8.1682;-0.947;-0.3409;0.4046;0.0085;0.0402;-0.0937;-0.1828;0.0;38.68;30.99;9.68;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4650;2023-09-21 21:22:05:072
-5.7141;-7.7527;-1.0193;-5.3436;-8.1682;-0.947;-0.3409;0.4046;0.0085;-0.0215;-0.1872;-0.1865;0.0;38.68;30.99;9.68;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4656;2023-09-21 21:22:05:078
-5.9055;-7.8269;-1.2275;-5.3254;-8.1814;-0.9355;-0.3409;0.4046;0.0085;-0.0215;-0.1872;-0.1865;0.0;38.68;30.99;9.68;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4660;2023-09-21 21:22:05:082
-5.9055;-7.8269;-1.2275;-5.3254;-8.1814;-0.9355;-0.5618;0.3502;-0.2549;-0.0215;-0.1872;-0.1865;0.0;38.81;30.84;9.66;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4666;2023-09-21 21:22:05:088
-5.9055;-7.8269;-1.2275;-5.3254;-8.1814;-0.9355;-0.5618;0.3502;-0.2549;-0.1144;-0.2733;-0.1681;0.0;38.81;30.84;9.66;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4670;2023-09-21 21:22:05:092
-5.8792;-7.815;-1.2586;-5.3103;-8.1921;-0.9275;-0.5618;0.3502;-0.2549;-0.1144;-0.2733;-0.1681;0.0;38.81;30.84;9.66;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4676;2023-09-21 21:22:05:098
-5.8792;-7.815;-1.2586;-5.3103;-8.1921;-0.9275;-0.6038;0.3443;-0.3354;-0.1932;-0.2977;-0.1443;0.0;38.81;30.84;9.66;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4680;2023-09-21 21:22:05:102
-5.7954;-7.8389;-1.1916;-5.3103;-8.1921;-0.9275;-0.6038;0.3443;-0.3354;-0.1932;-0.2977;-0.1443;0.0;38.81;30.84;9.66;190.58;56.4;100.05;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4685;2023-09-21 21:22:05:107
-5.7954;-7.8389;-1.1916;-5.2999;-8.1985;-0.9303;-0.5015;0.3195;-0.2525;-0.2885;-0.2757;-0.1113;0.0;38.78;30.68;9.26;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4691;2023-09-21 21:22:05:113
-5.7954;-7.8389;-1.1916;-5.2999;-8.1985;-0.9303;-0.5015;0.3195;-0.2525;-0.2885;-0.2757;-0.1113;0.0;38.78;30.68;9.26;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4695;2023-09-21 21:22:05:117
-5.6112;-7.8987;-1.0457;-5.2928;-8.2011;-0.9475;-0.5015;0.3195;-0.2525;-0.3575;-0.2372;-0.0845;0.0;38.78;30.68;9.26;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4701;2023-09-21 21:22:05:123
-5.6112;-7.8987;-1.0457;-5.2928;-8.2011;-0.9475;-0.2947;0.2503;-0.047;-0.3575;-0.2372;-0.0845;0.0;38.83;30.54;8.85;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4706;2023-09-21 21:22:05:128
-5.4532;-8.004;-0.8758;-5.2928;-8.2011;-0.9475;-0.2947;0.2503;-0.047;-0.3575;-0.2372;-0.0845;0.0;38.83;30.54;8.85;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4711;2023-09-21 21:22:05:133
-5.4532;-8.004;-0.8758;-5.2928;-8.2011;-0.9475;-0.2947;0.2503;-0.047;-0.4021;-0.2085;-0.0509;0.0;38.83;30.54;8.85;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4715;2023-09-21 21:22:05:137
-5.4532;-8.004;-0.8758;-5.2888;-8.2004;-0.9756;-0.1978;0.1752;0.0755;-0.4021;-0.2085;-0.0509;0.0;38.64;30.53;9.11;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4721;2023-09-21 21:22:05:143
-5.2211;-8.1428;-0.7083;-5.2888;-8.2004;-0.9756;-0.1978;0.1752;0.0755;-0.4241;-0.1749;-0.0087;0.0;38.64;30.53;9.11;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4726;2023-09-21 21:22:05:148
-5.2211;-8.1428;-0.7083;-5.2888;-8.2004;-0.9756;-0.1978;0.1752;0.0755;-0.4241;-0.1749;-0.0087;0.0;38.64;30.53;9.11;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4731;2023-09-21 21:22:05:153
-5.2211;-8.1428;-0.7083;-5.2906;-8.1943;-1.0164;0.1151;-0.0097;0.3432;-0.4174;-0.1419;0.0231;0.0;38.64;30.53;9.11;187.37;56.72;99.96;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4735;2023-09-21 21:22:05:157
-5.0728;-8.2983;-0.6173;-5.2906;-8.1943;-1.0164;0.1151;-0.0097;0.3432;-0.4174;-0.1419;0.0231;0.0;38.53;30.84;8.83;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4740;2023-09-21 21:22:05:162
-5.0728;-8.2983;-0.6173;-5.2906;-8.1943;-1.0164;0.1151;-0.0097;0.3432;-0.3948;-0.1132;0.0512;0.0;38.53;30.84;8.83;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4745;2023-09-21 21:22:05:167
-4.6828;-8.339;-0.4762;-5.2918;-8.1901;-1.0435;0.3264;-0.23;0.4946;-0.3948;-0.1132;0.0512;0.0;38.53;30.84;8.83;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4751;2023-09-21 21:22:05:173
-4.6828;-8.339;-0.4762;-5.2918;-8.1901;-1.0435;0.3264;-0.23;0.4946;-0.3557;-0.0546;0.0567;0.0;38.53;30.84;8.83;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4755;2023-09-21 21:22:05:177
-4.1587;-8.1667;-0.3948;-5.2918;-8.1901;-1.0435;0.3264;-0.23;0.4946;-0.3557;-0.0546;0.0567;0.0;38.49;30.64;8.89;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4761;2023-09-21 21:22:05:183
-4.1587;-8.1667;-0.3948;-5.285;-8.1915;-1.0672;0.8907;-0.1253;0.6633;-0.3557;-0.0546;0.0567;0.0;38.49;30.64;8.89;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4766;2023-09-21 21:22:05:188
-4.1587;-8.1667;-0.3948;-5.285;-8.1915;-1.0672;0.8907;-0.1253;0.6633;-0.3093;0.1048;0.0402;0.0;38.49;30.64;8.89;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4771;2023-09-21 21:22:05:193
-3.3547;-7.736;-0.3398;-5.285;-8.1915;-1.0672;0.8907;-0.1253;0.6633;-0.3093;0.1048;0.0402;0.0;38.49;30.64;8.89;185.16;56.68;100.87;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4775;2023-09-21 21:22:05:197
-3.3547;-7.736;-0.3398;-5.2625;-8.2012;-1.1032;1.7924;0.3688;0.7488;-0.2909;0.4866;0.0053;0.0;38.63;30.58;9.19;183.85;56.65;101.42;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4781;2023-09-21 21:22:05:203
-3.058;-7.8389;-0.4618;-5.2625;-8.2012;-1.1032;1.7924;0.3688;0.7488;-0.2909;0.4866;0.0053;0.0;38.63;30.58;9.19;183.85;56.65;101.42;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4785;2023-09-21 21:22:05:207
-3.058;-7.8389;-0.4618;-5.2625;-8.2012;-1.1032;1.7924;0.3688;0.7488;-0.2946;1.0193;-0.0252;0.0;38.63;30.58;9.19;183.85;56.65;101.42;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4791;2023-09-21 21:22:05:213
-3.058;-7.8389;-0.4618;-5.2436;-8.2008;-1.1923;2.041;0.195;0.687;-0.2946;1.0193;-0.0252;0.0;38.63;30.58;9.19;183.85;56.65;101.42;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4795;2023-09-21 21:22:05:217
-4.3956;-9.2076;-0.8638;-5.2436;-8.2008;-1.1923;2.041;0.195;0.687;-0.2946;1.0193;-0.0252;0.0;38.4;30.51;9.32;183.85;56.65;101.42;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;4801;2023-09-21 21:22:05:223
