sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0263;-0.1292;9.7412;-0.1091;-0.0154;9.806;0.1485;-0.0779;0.0238;0.0115;-1.0E-4;-0.0069;78.03;-0.02;-3.69;-40.2;173.25;0.1;0.69;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;7;2023-09-21 21:18:00:333
-0.0263;0.012;9.6359;-0.1068;-0.0165;9.8061;0.0684;-0.0864;-0.0945;0.009;0.0042;-0.0027;78.03;-0.06;-3.66;-40.12;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;11;2023-09-21 21:18:00:337
-0.0263;0.012;9.6359;-0.1068;-0.0165;9.8061;0.0684;-0.0864;-0.0945;0.009;0.0042;-0.0027;78.03;-0.06;-3.66;-40.12;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;17;2023-09-21 21:18:00:343
-0.0263;0.012;9.6359;-0.1049;-0.0153;9.8061;0.1203;0.0607;-0.1696;0.0011;0.0024;-0.0063;78.03;-0.06;-3.66;-40.12;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;22;2023-09-21 21:18:00:348
-0.0096;0.0598;9.6239;-0.1049;-0.0153;9.8061;0.1203;0.0607;-0.1696;0.0011;0.0024;-0.0063;78.03;-0.06;-3.66;-40.12;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;27;2023-09-21 21:18:00:353
-0.0096;0.0598;9.6239;-0.1049;-0.0153;9.8061;0.1203;0.0607;-0.1696;-0.0148;0.0018;-0.0186;78.03;-0.13;-3.45;-40.29;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;32;2023-09-21 21:18:00:358
-0.0096;0.0598;9.6239;-0.1033;-0.0151;9.8061;0.1203;0.0607;-0.1696;-0.0148;0.0018;-0.0186;78.03;-0.13;-3.45;-40.29;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;37;2023-09-21 21:18:00:363
-0.0239;0.0359;9.7627;-0.1033;-0.0151;9.8061;0.088;0.0502;-0.1119;-0.0148;0.0018;-0.0186;78.03;-0.13;-3.45;-40.29;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;41;2023-09-21 21:18:00:367
-0.0694;0.0359;9.8919;-0.1012;-0.0165;9.8061;0.058;0.0572;0.046;-0.0215;-1.0E-4;-0.0308;78.03;-0.13;-3.45;-40.29;173.89;0.1;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;49;2023-09-21 21:18:00:375
-0.0694;0.0359;9.8919;-0.1012;-0.0165;9.8061;0.058;0.0572;0.046;-0.0105;-0.0019;-0.0338;78.03;0.08;-3.84;-40.26;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;53;2023-09-21 21:18:00:379
-0.0694;0.0359;9.8919;-0.1012;-0.0165;9.8061;0.058;0.0572;0.046;-0.0105;-0.0019;-0.0338;78.03;0.08;-3.84;-40.26;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;57;2023-09-21 21:18:00:383
-0.1962;-0.0502;9.868;-0.1012;-0.017;9.8061;-0.0377;0.0038;0.1079;-0.0105;-0.0019;-0.0338;78.03;0.08;-3.84;-40.26;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;61;2023-09-21 21:18:00:387
-0.1962;-0.0502;9.868;-0.1012;-0.017;9.8061;-0.0377;0.0038;0.1079;0.0066;0.0097;-0.0265;78.03;0.08;-3.84;-40.26;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;68;2023-09-21 21:18:00:394
-0.1962;-0.0502;9.868;-0.1012;-0.017;9.8061;-0.0377;0.0038;0.1079;0.0066;0.0097;-0.0265;78.03;0.17;-3.84;-40.2;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;72;2023-09-21 21:18:00:398
-0.1579;0.0072;9.7771;-0.1051;-0.0164;9.8061;-0.09;-0.0039;0.0111;0.0139;0.014;-0.0198;78.03;0.17;-3.84;-40.2;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;78;2023-09-21 21:18:00:404
-0.1579;0.0072;9.7771;-0.1051;-0.0164;9.8061;-0.09;-0.0039;0.0111;0.0139;0.014;-0.0198;78.03;0.17;-3.84;-40.2;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;82;2023-09-21 21:18:00:408
-0.1196;0.0191;9.6981;-0.1051;-0.0164;9.8061;-0.09;-0.0039;0.0111;0.0115;0.0134;-0.0167;78.03;0.17;-3.84;-40.2;174.2;0.1;0.59;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;86;2023-09-21 21:18:00:412
-0.1196;0.0191;9.6981;-0.1076;-0.0141;9.806;-0.0241;0.0297;-0.0997;5.0E-4;0.0024;-0.0082;78.03;0.09;-3.94;-40.28;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;92;2023-09-21 21:18:00:418
-0.1196;0.0191;9.6981;-0.1076;-0.0141;9.806;-0.0241;0.0297;-0.0997;5.0E-4;0.0024;-0.0082;78.03;0.09;-3.94;-40.28;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;96;2023-09-21 21:18:00:422
-0.2058;-0.0215;9.679;-0.1087;-0.0141;9.806;-0.0901;0.0057;-0.1158;-0.0118;-0.0086;4.0E-4;78.03;0.09;-3.94;-40.28;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;104;2023-09-21 21:18:00:430
-0.2058;-0.0215;9.679;-0.1087;-0.0141;9.806;-0.0901;0.0057;-0.1158;-0.0118;-0.0086;4.0E-4;78.03;0.09;-3.94;-40.28;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;106;2023-09-21 21:18:00:432
-0.2656;-0.0455;9.8417;-0.1087;-0.0141;9.806;-0.0901;0.0057;-0.1158;-0.0118;-0.0086;4.0E-4;78.03;0.49;-4.2;-40.14;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;112;2023-09-21 21:18:00:438
-0.2656;-0.0455;9.8417;-0.1087;-0.0141;9.806;-0.0901;0.0057;-0.1158;-0.0142;-0.0117;0.0059;78.03;0.49;-4.2;-40.14;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;116;2023-09-21 21:18:00:442
-0.2656;-0.0455;9.8417;-0.1108;-0.0167;9.806;-0.143;-0.0276;0.0771;-0.0142;-0.0117;0.0059;78.03;0.49;-4.2;-40.14;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;122;2023-09-21 21:18:00:448
-0.1842;-0.1125;9.9398;-0.1108;-0.0167;9.806;-0.143;-0.0276;0.0771;-0.002;-0.0117;0.0083;78.03;0.49;-4.2;-40.14;173.98;0.1;0.61;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;128;2023-09-21 21:18:00:454
-0.1842;-0.1125;9.9398;-0.1108;-0.0167;9.806;-0.143;-0.0276;0.0771;-0.002;-0.0117;0.0083;78.03;0.28;-4.03;-40.26;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;132;2023-09-21 21:18:00:458
-0.2249;-0.0933;9.8441;-0.1114;-0.019;9.806;-0.0945;-0.0994;0.0894;0.0053;-0.0086;0.0077;78.03;0.28;-4.03;-40.26;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;139;2023-09-21 21:18:00:465
-0.2249;-0.0933;9.8441;-0.1114;-0.019;9.806;-0.0945;-0.0994;0.0894;0.0053;-0.0086;0.0077;78.03;0.28;-4.03;-40.26;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;141;2023-09-21 21:18:00:467
-0.2249;-0.0933;9.8441;-0.1114;-0.019;9.806;-0.0945;-0.0994;0.0894;0.0053;-0.0086;0.0077;78.03;0.28;-4.03;-40.26;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;147;2023-09-21 21:18:00:473
-0.1507;0.0096;9.734;-0.1126;-0.0198;9.806;-0.0717;-0.0149;-0.0117;0.0023;-0.0092;0.0102;78.03;0.11;-3.88;-39.92;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;154;2023-09-21 21:18:00:480
-0.1507;0.0096;9.734;-0.1126;-0.0198;9.806;-0.0717;-0.0149;-0.0117;0.0023;-0.0092;0.0102;78.03;0.11;-3.88;-39.92;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;157;2023-09-21 21:18:00:483
-0.2249;-0.0239;9.6048;-0.1126;-0.0198;9.806;-0.0717;-0.0149;-0.0117;-0.0038;-0.0141;0.0163;78.03;0.11;-3.88;-39.92;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;161;2023-09-21 21:18:00:487
-0.2249;-0.0239;9.6048;-0.1125;-0.0193;9.806;-0.0802;0.0098;-0.1363;-0.0038;-0.0141;0.0163;78.03;0.11;-3.88;-39.92;173.66;0.1;0.65;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;167;2023-09-21 21:18:00:493
-0.2273;-0.055;9.5617;-0.1125;-0.0193;9.806;-0.0802;0.0098;-0.1363;-0.0185;-0.0129;0.0297;78.03;0.41;-3.79;-39.77;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;171;2023-09-21 21:18:00:497
-0.2273;-0.055;9.5617;-0.1139;-0.0224;9.806;-0.1196;-0.0387;-0.2232;-0.0185;-0.0129;0.0297;78.03;0.41;-3.79;-39.77;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;179;2023-09-21 21:18:00:505
-0.2273;-0.055;9.5617;-0.1139;-0.0224;9.806;-0.1196;-0.0387;-0.2232;-0.0319;-0.0111;0.0425;78.03;0.41;-3.79;-39.77;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;181;2023-09-21 21:18:00:507
-0.0598;0.1795;9.8082;-0.1139;-0.0224;9.806;-0.1196;-0.0387;-0.2232;-0.0319;-0.0111;0.0425;78.03;0.41;-3.79;-39.77;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;187;2023-09-21 21:18:00:513
-0.0598;0.1795;9.8082;-0.112;-0.0237;9.806;0.0843;0.2306;0.0803;-0.0197;-0.019;0.034;78.03;0.38;-3.47;-39.77;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;191;2023-09-21 21:18:00:517
0.146;0.1603;10.1169;-0.112;-0.0237;9.806;0.0843;0.2306;0.0803;-0.0197;-0.019;0.034;78.03;0.38;-3.47;-39.77;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;196;2023-09-21 21:18:00:522
0.146;0.1603;10.1169;-0.112;-0.0237;9.806;0.0843;0.2306;0.0803;0.0108;-0.0184;0.026;78.03;0.28;-3.22;-39.53;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;203;2023-09-21 21:18:00:529
0.146;0.1603;10.1169;-0.104;-0.0188;9.8061;0.196;0.0727;0.2777;0.0108;-0.0184;0.026;78.03;0.28;-3.22;-39.53;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;206;2023-09-21 21:18:00:532
-0.1029;-0.1268;9.9302;-0.104;-0.0188;9.8061;0.196;0.0727;0.2777;0.031;-1.0E-4;0.0273;78.03;0.28;-3.22;-39.53;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;212;2023-09-21 21:18:00:538
-0.1029;-0.1268;9.9302;-0.104;-0.0188;9.8061;0.196;0.0727;0.2777;0.031;-1.0E-4;0.0273;78.03;0.28;-3.22;-39.53;173.58;0.11;0.66;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;216;2023-09-21 21:18:00:542
-0.0718;-0.1077;9.7555;-0.1035;-0.0169;9.8061;0.0292;-0.1123;0.0485;0.0347;0.0109;0.0224;78.975;0.54;-2.93;-39.69;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;222;2023-09-21 21:18:00:548
-0.0718;-0.1077;9.7555;-0.1035;-0.0169;9.8061;0.0292;-0.1123;0.0485;0.0347;0.0109;0.0224;78.975;0.54;-2.93;-39.69;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;228;2023-09-21 21:18:00:554
-0.0718;-0.1077;9.7555;-0.1035;-0.0169;9.8061;0.0292;-0.1123;0.0485;0.0347;0.0109;0.0224;78.975;0.54;-2.93;-39.69;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;232;2023-09-21 21:18:00:558
-0.1579;-0.0526;9.6215;-0.1052;-0.0148;9.8061;-0.0564;-0.0342;-0.1395;0.0163;0.006;0.0254;78.975;0.54;-2.93;-39.69;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;236;2023-09-21 21:18:00:562
-0.1579;-0.0526;9.6215;-0.1052;-0.0148;9.8061;-0.0564;-0.0342;-0.1395;0.0163;0.006;0.0254;78.975;0.49;-2.64;-39.62;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;242;2023-09-21 21:18:00:568
-0.1579;-0.0526;9.6215;-0.1052;-0.0148;9.8061;-0.0564;-0.0342;-0.1395;-0.0063;-0.0062;0.0376;78.975;0.49;-2.64;-39.62;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;247;2023-09-21 21:18:00:573
-0.213;-0.0766;9.588;-0.1069;-0.0149;9.8061;-0.0739;-0.0317;-0.1889;-0.0063;-0.0062;0.0376;78.975;0.49;-2.64;-39.62;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;251;2023-09-21 21:18:00:577
-0.213;-0.0766;9.588;-0.1069;-0.0149;9.8061;-0.0739;-0.0317;-0.1889;-0.0258;-0.0208;0.0517;78.975;0.49;-2.64;-39.62;190.66;0.1;0.6;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;257;2023-09-21 21:18:00:583
-0.2991;-0.0885;9.5115;-0.1077;-0.0196;9.806;-0.1653;-0.0821;-0.2622;-0.0258;-0.0208;0.0517;78.975;0.15;-2.64;-39.36;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;262;2023-09-21 21:18:00:588
-0.2991;-0.0885;9.5115;-0.1077;-0.0196;9.806;-0.1653;-0.0821;-0.2622;-0.0258;-0.0208;0.0517;78.975;0.15;-2.64;-39.36;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;267;2023-09-21 21:18:00:593
-0.2034;0.0909;9.6407;-0.1077;-0.0196;9.806;-0.1653;-0.0821;-0.2622;-0.0435;-0.0263;0.067;78.975;0.19;-2.66;-39.39;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;272;2023-09-21 21:18:00:598
-0.2034;0.0909;9.6407;-0.1077;-0.0196;9.806;-0.1653;-0.0821;-0.2622;-0.0435;-0.0263;0.067;78.975;0.19;-2.66;-39.39;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;276;2023-09-21 21:18:00:602
-0.2034;0.0909;9.6407;-0.1078;-0.0255;9.806;-0.1163;0.0937;-0.1575;-0.0588;-0.0526;0.0761;78.975;0.19;-2.66;-39.39;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;281;2023-09-21 21:18:00:607
0.2991;0.3876;10.1623;-0.1078;-0.0255;9.806;-0.1163;0.0937;-0.1575;-0.0588;-0.0526;0.0761;78.975;0.19;-2.66;-39.39;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;288;2023-09-21 21:18:00:614
0.2991;0.3876;10.1623;-0.0942;-0.0248;9.8062;0.4493;0.4363;0.4561;-0.0331;-0.0691;0.0535;78.975;0.19;-3.38;-39.54;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;292;2023-09-21 21:18:00:618
0.2991;0.3876;10.1623;-0.0942;-0.0248;9.8062;0.4493;0.4363;0.4561;-0.0331;-0.0691;0.0535;78.975;0.19;-3.38;-39.54;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;297;2023-09-21 21:18:00:623
0.2177;0.0718;10.5595;-0.0942;-0.0248;9.8062;0.4493;0.4363;0.4561;0.0524;-0.0807;0.0212;78.975;0.19;-3.38;-39.54;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;301;2023-09-21 21:18:00:627
0.2177;0.0718;10.5595;-0.072;-0.0149;9.8064;0.243;0.0364;0.7244;0.0524;-0.0807;0.0212;78.975;0.19;-3.38;-39.54;172.09;0.09;0.62;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;307;2023-09-21 21:18:00:633
-0.213;-0.2393;9.9876;-0.072;-0.0149;9.8064;0.243;0.0364;0.7244;0.1037;-0.0544;0.0266;78.975;0.02;-3.45;-39.51;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;313;2023-09-21 21:18:00:639
-0.213;-0.2393;9.9876;-0.072;-0.0149;9.8064;0.243;0.0364;0.7244;0.1037;-0.0544;0.0266;78.975;0.02;-3.45;-39.51;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;317;2023-09-21 21:18:00:643
-0.213;-0.2393;9.9876;-0.066;-0.0053;9.8064;-0.1804;-0.222;0.1187;0.1135;-0.0447;0.0395;78.975;0.04;-3.62;-39.58;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;322;2023-09-21 21:18:00:648
-0.4546;-0.1053;9.5521;-0.066;-0.0053;9.8064;-0.1804;-0.222;0.1187;0.1135;-0.0447;0.0395;78.975;0.04;-3.62;-39.58;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;326;2023-09-21 21:18:00:652
-0.4546;-0.1053;9.5521;-0.066;-0.0053;9.8064;-0.1804;-0.222;0.1187;0.0872;-0.0379;0.0664;78.975;0.04;-3.62;-39.58;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;331;2023-09-21 21:18:00:657
-0.3996;-0.067;9.4875;-0.0691;0.0058;9.8064;-0.3748;-0.0835;-0.3034;0.0872;-0.0379;0.0664;78.975;0.21;-3.69;-39.79;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;339;2023-09-21 21:18:00:665
-0.3996;-0.067;9.4875;-0.0691;0.0058;9.8064;-0.3748;-0.0835;-0.3034;0.0872;-0.0379;0.0664;78.975;0.21;-3.69;-39.79;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;342;2023-09-21 21:18:00:668
-0.3996;-0.067;9.4875;-0.0691;0.0058;9.8064;-0.3748;-0.0835;-0.3034;0.0481;-0.0416;0.089;78.975;0.21;-3.69;-39.79;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;346;2023-09-21 21:18:00:672
-0.402;-0.1627;9.4851;-0.0717;0.0118;9.8064;-0.3088;-0.1087;-0.2932;0.0481;-0.0416;0.089;78.975;0.21;-3.69;-39.79;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;353;2023-09-21 21:18:00:679
-0.402;-0.1627;9.4851;-0.0717;0.0118;9.8064;-0.3088;-0.1087;-0.2932;0.0176;-0.0447;0.1177;78.975;0.21;-3.69;-39.79;174.52;0.09;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;356;2023-09-21 21:18:00:682
-0.402;-0.1627;9.4851;-0.0734;0.0108;9.8064;-0.3203;-0.1508;-0.2619;0.0176;-0.0447;0.1177;78.975;0.21;-3.51;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;363;2023-09-21 21:18:00:689
-0.402;-0.1627;9.4851;-0.0734;0.0108;9.8064;-0.3203;-0.1508;-0.2619;0.0176;-0.0447;0.1177;78.975;0.21;-3.51;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;367;2023-09-21 21:18:00:693
-0.1795;-0.0383;9.7316;-0.0734;0.0108;9.8064;-0.3203;-0.1508;-0.2619;0.006;-0.0331;0.1366;78.975;0.21;-3.51;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;372;2023-09-21 21:18:00:698
-0.1795;-0.0383;9.7316;-0.0734;0.0108;9.8064;-0.3203;-0.1508;-0.2619;0.006;-0.0331;0.1366;78.975;0.21;-3.51;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;377;2023-09-21 21:18:00:703
-0.1795;-0.0383;9.7316;-0.0721;0.0101;9.8064;-0.0166;-0.0435;-0.037;0.0047;-0.0251;0.1378;78.03;0.26;-3.36;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;382;2023-09-21 21:18:00:708
0.0861;-0.0239;9.734;-0.0721;0.0101;9.8064;-0.0166;-0.0435;-0.037;0.0047;-0.0251;0.1378;78.03;0.26;-3.36;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;387;2023-09-21 21:18:00:713
0.0861;-0.0239;9.734;-0.0653;0.0102;9.8064;0.2028;0.003;-0.0681;0.0035;-0.0202;0.1305;78.03;0.26;-3.36;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;391;2023-09-21 21:18:00:717
0.4642;0.2632;9.8919;-0.0653;0.0102;9.8064;0.2028;0.003;-0.0681;0.0035;-0.0202;0.1305;78.03;0.26;-3.36;-39.82;175.77;-0.07;0.42;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;397;2023-09-21 21:18:00:723
0.4642;0.2632;9.8919;-0.0653;0.0102;9.8064;0.2028;0.003;-0.0681;0.0151;-0.0141;0.0932;78.03;0.19;-3.41;-39.84;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;402;2023-09-21 21:18:00:728
0.4642;0.2632;9.8919;-0.0476;0.0195;9.8065;0.8982;0.4412;0.3751;0.0151;-0.0141;0.0932;78.03;0.19;-3.41;-39.84;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;407;2023-09-21 21:18:00:733
1.0217;0.3374;10.2963;-0.0476;0.0195;9.8065;0.8982;0.4412;0.3751;0.0732;-0.0202;0.004;78.03;0.19;-3.41;-39.84;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;413;2023-09-21 21:18:00:739
1.0217;0.3374;10.2963;-0.0476;0.0195;9.8065;0.8982;0.4412;0.3751;0.0732;-0.0202;0.004;78.03;0.19;-3.41;-39.84;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;416;2023-09-21 21:18:00:742
0.2512;-0.2225;9.6861;-0.0207;0.0364;9.8066;0.8367;0.0318;0.3081;0.1074;-1.0E-4;-0.0546;78.03;0.24;-3.06;-39.68;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;422;2023-09-21 21:18:00:748
0.2512;-0.2225;9.6861;-0.0207;0.0364;9.8066;0.8367;0.0318;0.3081;0.1074;-1.0E-4;-0.0546;78.03;0.24;-3.06;-39.68;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;426;2023-09-21 21:18:00:752
0.2512;-0.2225;9.6861;-0.0207;0.0364;9.8066;0.8367;0.0318;0.3081;0.1074;-1.0E-4;-0.0546;78.03;0.24;-3.06;-39.68;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;432;2023-09-21 21:18:00:758
0.2512;-0.2034;9.3009;-0.0162;0.0441;9.8065;-0.1285;-0.306;-0.3555;0.0854;0.0079;-0.0595;78.03;0.24;-3.06;-39.68;174.85;-0.06;0.38;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;436;2023-09-21 21:18:00:762
-0.3948;-0.2034;9.3009;-0.0162;0.0441;9.8065;-0.1285;-0.306;-0.3555;0.0854;0.0079;-0.0595;78.03;0.24;-3.38;-39.79;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;441;2023-09-21 21:18:00:767
-0.3948;-0.2034;9.3009;-0.0162;0.0441;9.8065;-0.1285;-0.306;-0.3555;0.0231;0.0085;-0.0277;78.03;0.24;-3.38;-39.79;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;447;2023-09-21 21:18:00:773
-0.4187;-0.0694;9.3416;-0.0276;0.0449;9.8065;-0.439;-0.1477;-0.4997;0.0231;0.0085;-0.0277;78.03;0.24;-3.38;-39.79;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;452;2023-09-21 21:18:00:778
-0.4187;-0.0694;9.3416;-0.0276;0.0449;9.8065;-0.439;-0.1477;-0.4997;-0.0289;0.0018;0.0077;78.03;0.24;-3.38;-39.79;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;457;2023-09-21 21:18:00:783
-0.4187;-0.0694;9.3416;-0.0276;0.0449;9.8065;-0.439;-0.1477;-0.4997;-0.0289;0.0018;0.0077;78.03;0.08;-3.58;-39.11;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;462;2023-09-21 21:18:00:788
-0.2154;-0.0742;9.6503;-0.0361;0.0388;9.8065;-0.2596;-0.126;-0.2655;-0.0429;-0.0025;0.0193;78.03;0.08;-3.58;-39.11;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;467;2023-09-21 21:18:00:793
-0.2154;-0.0742;9.6503;-0.0361;0.0388;9.8065;-0.2596;-0.126;-0.2655;-0.0429;-0.0025;0.0193;78.03;0.08;-3.58;-39.11;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;471;2023-09-21 21:18:00:797
-0.2154;-0.0742;9.6503;-0.0361;0.0388;9.8065;-0.2596;-0.126;-0.2655;-0.0429;-0.0025;0.0193;78.03;0.08;-3.58;-39.11;178.65;-0.26;0.09;5.0;972.59;0.0;;;;NaN;;;;;0 / 0;477;2023-09-21 21:18:00:803
