sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-8.5831;-7.0971;3.4313;-8.0922;-4.273;3.5253;-1.099;-3.0651;-0.3944;0.8306;-0.3417;-1.0991;0.0;41.25;14.16;-12.71;226.33;22.68;68.92;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2236;2023-09-21 21:21:00:284
-9.533;-7.5805;1.943;-8.0922;-4.273;3.5253;-1.099;-3.0651;-0.3944;0.8306;-0.3417;-1.0991;0.0;40.88;15.39;-13.72;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2241;2023-09-21 21:21:00:289
-9.533;-7.5805;1.943;-8.0922;-4.273;3.5253;-1.099;-3.0651;-0.3944;0.7561;-0.4407;-0.7466;0.0;40.88;15.39;-13.72;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2246;2023-09-21 21:21:00:294
-9.533;-7.5805;1.943;-8.0164;-4.343;3.612;-0.7298;-3.0656;-2.2644;0.7561;-0.4407;-0.7466;0.0;40.88;15.39;-13.72;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2250;2023-09-21 21:21:00:298
-5.3791;-6.53;-0.0909;-8.0164;-4.343;3.612;-0.7298;-3.0656;-2.2644;0.7561;-0.4407;-0.7466;0.0;40.88;15.39;-13.72;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2256;2023-09-21 21:21:00:304
-5.3791;-6.53;-0.0909;-8.0164;-4.343;3.612;-0.7298;-3.0656;-2.2644;0.4867;-1.112;-0.6684;0.0;40.99;16.99;-14.01;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2261;2023-09-21 21:21:00:309
-1.3496;-4.6732;0.8925;-7.9179;-4.4058;3.7505;3.7142;-1.7041;-3.6881;0.4867;-1.112;-0.6684;0.0;40.99;16.99;-14.01;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2265;2023-09-21 21:21:00:313
-1.3496;-4.6732;0.8925;-7.9179;-4.4058;3.7505;3.7142;-1.7041;-3.6881;0.4867;-1.112;-0.6684;0.0;40.99;16.99;-14.01;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2271;2023-09-21 21:21:00:319
-1.3496;-4.6732;0.8925;-7.9179;-4.4058;3.7505;3.7142;-1.7041;-3.6881;-0.0838;-1.101;-1.3752;0.0;40.99;16.99;-14.01;213.67;25.83;66.46;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2275;2023-09-21 21:21:00:323
-0.7155;-2.8403;1.7109;-7.7674;-4.565;3.8728;7.0184;0.7756;-2.1728;-0.0838;-1.101;-1.3752;0.0;40.71;17.68;-14.68;228.79;27.74;63.5;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2281;2023-09-21 21:21:00:329
-0.7155;-2.8403;1.7109;-7.7674;-4.565;3.8728;7.0184;0.7756;-2.1728;-0.6739;-0.5543;-2.0068;0.0;40.71;17.68;-14.68;228.79;27.74;63.5;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2286;2023-09-21 21:21:00:334
-4.4937;-2.7948;3.2375;-7.7674;-4.565;3.8728;7.0184;0.7756;-2.1728;-0.6739;-0.5543;-2.0068;0.0;40.71;17.68;-14.68;228.79;27.74;63.5;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;2290;2023-09-21 21:21:00:338
-4.4937;-2.7948;3.2375;-7.5954;-4.8563;3.8595;4.2264;2.311;-1.2796;-1.316;0.1702;-2.5322;0.0;40.71;17.68;-14.68;228.79;27.74;63.5;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2296;2023-09-21 21:21:00:344
-4.4937;-2.7948;3.2375;-7.5954;-4.8563;3.8595;4.2264;2.311;-1.2796;-1.316;0.1702;-2.5322;0.0;40.61;18.88;-15.17;228.79;27.74;63.5;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2300;2023-09-21 21:21:00:348
-4.6804;-3.9386;4.2449;-7.4231;-5.2439;3.6837;2.4341;1.3636;0.6055;-1.7863;0.8153;-2.9561;0.0;40.61;18.88;-15.17;228.79;27.74;63.5;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2305;2023-09-21 21:21:00:353
-4.6804;-3.9386;4.2449;-7.4231;-5.2439;3.6837;2.4341;1.3636;0.6055;-1.7863;0.8153;-2.9561;0.0;40.61;18.88;-15.17;228.79;27.74;63.5;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2311;2023-09-21 21:21:00:359
-3.0604;-6.1137;5.2642;-7.4231;-5.2439;3.6837;2.4341;1.3636;0.6055;-2.0606;1.2038;-3.4778;0.0;40.61;18.88;-15.17;228.79;27.74;63.5;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2316;2023-09-21 21:21:00:364
-3.0604;-6.1137;5.2642;-7.1953;-5.7248;3.4096;3.8629;-0.7901;2.2342;-2.0606;1.2038;-3.4778;0.0;40.67;20.66;-15.75;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2321;2023-09-21 21:21:00:369
-7.681;-8.9755;8.7625;-7.1953;-5.7248;3.4096;3.8629;-0.7901;2.2342;-1.9103;0.9662;-4.0661;0.0;40.67;20.66;-15.75;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2325;2023-09-21 21:21:00:373
-7.681;-8.9755;8.7625;-7.1953;-5.7248;3.4096;3.8629;-0.7901;2.2342;-1.9103;0.9662;-4.0661;0.0;40.67;20.66;-15.75;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2331;2023-09-21 21:21:00:379
-7.681;-8.9755;8.7625;-6.8699;-6.2216;3.2043;-2.1125;-3.4052;6.2157;-1.9103;0.9662;-4.0661;0.0;40.67;20.66;-15.75;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2335;2023-09-21 21:21:00:383
-12.9021;-10.3322;9.454;-6.8699;-6.2216;3.2043;-2.1125;-3.4052;6.2157;-0.9965;0.2869;-4.1033;0.0;40.58;22.74;-16.01;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2341;2023-09-21 21:21:00:389
-12.9021;-10.3322;9.454;-6.8699;-6.2216;3.2043;-2.1125;-3.4052;6.2157;-0.9965;0.2869;-4.1033;0.0;40.58;22.74;-16.01;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2346;2023-09-21 21:21:00:394
-18.3769;-9.9326;7.7384;-6.5186;-6.5963;3.1887;-9.6955;-3.8857;5.7255;0.0786;-0.5696;-3.3776;0.0;40.58;22.74;-16.01;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2351;2023-09-21 21:21:00:399
-18.3769;-9.9326;7.7384;-6.5186;-6.5963;3.1887;-9.6955;-3.8857;5.7255;0.0786;-0.5696;-3.3776;0.0;40.58;22.74;-16.01;199.86;35.72;64.65;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2355;2023-09-21 21:21:00:403
-18.3769;-9.9326;7.7384;-6.5186;-6.5963;3.1887;-9.6955;-3.8857;5.7255;0.6626;-1.3215;-2.3465;0.0;40.16;25.95;-15.84;198.35;42.27;63.93;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2360;2023-09-21 21:21:00:408
-20.1547;-8.7051;5.1924;-6.2306;-6.7966;3.3402;-14.083;-2.5033;2.9028;0.6626;-1.3215;-2.3465;0.0;40.16;25.95;-15.84;198.35;42.27;63.93;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2366;2023-09-21 21:21:00:414
-20.1547;-8.7051;5.1924;-6.2306;-6.7966;3.3402;-14.083;-2.5033;2.9028;0.7017;-1.2757;-1.5591;0.0;40.16;25.95;-15.84;198.35;42.27;63.93;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;2371;2023-09-21 21:21:00:419
-13.5745;-8.9061;3.4074;-6.2306;-6.7966;3.3402;-10.6356;-1.8898;0.683;0.7017;-1.2757;-1.5591;0.0;40.16;25.95;-15.84;198.35;42.27;63.93;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2376;2023-09-21 21:21:00:424
-13.5745;-8.9061;3.4074;-6.0504;-6.8782;3.5004;-10.6356;-1.8898;0.683;0.7017;-1.2757;-1.5591;0.0;39.47;28.74;-14.92;198.35;42.27;63.93;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2380;2023-09-21 21:21:00:428
-13.5745;-8.9061;3.4074;-6.0504;-6.8782;3.5004;-10.6356;-1.8898;0.683;0.3932;-0.5463;-0.9904;0.0;39.47;28.74;-14.92;198.35;42.27;63.93;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2386;2023-09-21 21:21:00:434
-8.7697;-7.7216;2.7135;-6.0504;-6.8782;3.5004;-10.6356;-1.8898;0.683;0.3932;-0.5463;-0.9904;0.0;39.47;28.74;-14.92;198.35;42.27;63.93;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2390;2023-09-21 21:21:00:438
-8.7697;-7.7216;2.7135;-5.9432;-6.9428;3.5561;-4.0397;-1.4288;-0.9666;0.0695;-0.2818;-0.9775;0.0;39.47;28.74;-14.92;198.35;42.27;63.93;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2396;2023-09-21 21:21:00:444
-7.121;-5.9222;2.6824;-5.9432;-6.9428;3.5561;-4.0397;-1.4288;-0.9666;0.0695;-0.2818;-0.9775;0.0;38.7;31.29;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2401;2023-09-21 21:21:00:449
-7.121;-5.9222;2.6824;-5.8216;-7.0441;3.558;-1.2429;1.2373;-0.767;-0.305;-0.3191;-1.1816;0.0;38.7;31.29;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2406;2023-09-21 21:21:00:454
-7.121;-5.9222;2.6824;-5.8216;-7.0441;3.558;-1.2429;1.2373;-0.767;-0.305;-0.3191;-1.1816;0.0;38.7;31.29;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2411;2023-09-21 21:21:00:459
-7.1785;-4.8574;4.7043;-5.8216;-7.0441;3.558;-1.2429;1.2373;-0.767;-0.5469;-0.3087;-1.2842;0.0;38.7;31.29;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2415;2023-09-21 21:21:00:463
-7.1785;-4.8574;4.7043;-5.6818;-7.1686;3.5354;-1.5375;2.3256;1.3631;-0.5469;-0.3087;-1.2842;0.0;38.1;33.38;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2421;2023-09-21 21:21:00:469
-8.4969;-4.5344;6.4463;-5.6818;-7.1686;3.5354;-1.5375;2.3256;1.3631;-0.6403;-0.3594;-1.2677;0.0;38.1;33.38;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2425;2023-09-21 21:21:00:473
-8.4969;-4.5344;6.4463;-5.6818;-7.1686;3.5354;-1.5375;2.3256;1.3631;-0.6403;-0.3594;-1.2677;0.0;38.1;33.38;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2431;2023-09-21 21:21:00:479
-8.4969;-4.5344;6.4463;-5.5425;-7.2846;3.5194;-3.9218;2.6081;3.3965;-0.5426;-0.7033;-1.0789;0.0;38.1;33.38;-14.29;229.31;45.07;59.11;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2436;2023-09-21 21:21:00:484
-11.4018;-4.7976;7.2311;-5.5425;-7.2846;3.5194;-3.9218;2.6081;3.3965;-0.5426;-0.7033;-1.0789;0.0;37.71;34.71;-14.16;235.07;47.97;57.58;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2440;2023-09-21 21:21:00:488
-11.4018;-4.7976;7.2311;-5.5425;-7.2846;3.5194;-3.9218;2.6081;3.3965;-0.5426;-0.7033;-1.0789;0.0;37.71;34.71;-14.16;235.07;47.97;57.58;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2446;2023-09-21 21:21:00:494
-11.4018;-4.7976;7.2311;-5.38;-7.3503;3.6331;-3.9218;2.6081;3.3965;-0.1407;-2.3722;-0.812;0.0;37.71;34.71;-14.16;235.07;47.97;57.58;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2451;2023-09-21 21:21:00:499
-10.0355;-3.5294;2.9288;-5.38;-7.3503;3.6331;-5.7486;3.6483;1.1496;-0.1407;-2.3722;-0.812;0.0;37.69;35.14;-14.38;235.07;47.97;57.58;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2456;2023-09-21 21:21:00:504
-10.0355;-3.5294;2.9288;-5.38;-7.3503;3.6331;-5.7486;3.6483;1.1496;0.0615;-4.4406;-0.6367;0.0;37.69;35.14;-14.38;235.07;47.97;57.58;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2460;2023-09-21 21:21:00:508
-8.8152;-7.9322;2.9145;-5.101;-7.3861;3.9492;-4.2589;1.5167;-1.6072;0.0615;-4.4406;-0.6367;0.0;37.69;35.14;-14.38;235.07;47.97;57.58;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2465;2023-09-21 21:21:00:513
-8.8152;-7.9322;2.9145;-5.101;-7.3861;3.9492;-4.2589;1.5167;-1.6072;-0.0692;-4.9867;-0.2659;0.0;37.63;36.39;-14.87;235.07;47.97;57.58;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2471;2023-09-21 21:21:00:519
-8.8152;-7.9322;2.9145;-5.101;-7.3861;3.9492;-4.2589;1.5167;-1.6072;-0.0692;-4.9867;-0.2659;0.0;37.63;36.39;-14.87;235.07;47.97;57.58;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2475;2023-09-21 21:21:00:523
-7.2957;-10.8754;4.5751;-4.8083;-7.404;4.2699;-2.9786;-2.9039;-0.267;-0.3948;-4.5041;0.2185;0.0;37.63;36.39;-14.87;235.07;47.97;57.58;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2481;2023-09-21 21:21:00:529
-7.2957;-10.8754;4.5751;-4.8083;-7.404;4.2699;-2.9786;-2.9039;-0.267;-0.3948;-4.5041;0.2185;0.0;37.63;36.39;-14.87;235.07;47.97;57.58;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2486;2023-09-21 21:21:00:534
-5.75;-11.385;7.011;-4.8083;-7.404;4.2699;-2.9786;-2.9039;-0.267;-0.3288;-3.867;0.5802;0.0;36.84;37.5;-15.45;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2490;2023-09-21 21:21:00:538
-5.75;-11.385;7.011;-4.5965;-7.3989;4.5054;-1.3301;-4.0066;2.3544;-0.3288;-3.867;0.5802;0.0;36.84;37.5;-15.45;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2496;2023-09-21 21:21:00:544
-5.75;-11.385;7.011;-4.5965;-7.3989;4.5054;-1.3301;-4.0066;2.3544;-0.3288;-3.867;0.5802;0.0;36.84;37.5;-15.45;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2500;2023-09-21 21:21:00:548
-3.5677;-10.7366;6.8411;-4.5965;-7.3989;4.5054;-1.3301;-4.0066;2.3544;0.0292;-2.9287;0.8178;0.0;36.84;37.5;-15.45;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2505;2023-09-21 21:21:00:553
-3.5677;-10.7366;6.8411;-4.4932;-7.3451;4.6937;1.2433;-3.3118;1.8353;0.0292;-2.9287;0.8178;0.0;35.98;38.19;-16.72;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2511;2023-09-21 21:21:00:559
-2.1535;-10.2867;3.5438;-4.4932;-7.3451;4.6937;1.2433;-3.3118;1.8353;0.3554;-1.3515;0.7775;0.0;35.98;38.19;-16.72;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2515;2023-09-21 21:21:00:563
-2.1535;-10.2867;3.5438;-4.4931;-7.2799;4.7943;2.1722;-2.9424;-1.4821;0.3554;-1.3515;0.7775;0.0;35.98;38.19;-16.72;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2521;2023-09-21 21:21:00:569
-2.1535;-10.2867;3.5438;-4.4931;-7.2799;4.7943;2.1722;-2.9424;-1.4821;0.4336;-0.1688;0.651;0.0;35.98;38.19;-16.72;255.35;49.02;48.39;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2526;2023-09-21 21:21:00:574
-3.5318;-8.9492;1.5434;-4.4931;-7.2799;4.7943;2.1722;-2.9424;-1.4821;0.4336;-0.1688;0.651;0.0;35.34;38.19;-18.68;258.3;47.93;43.14;5.0;972.57;0.0;;;;NaN;;;;;0 / 0;2530;2023-09-21 21:21:00:578
-3.5318;-8.9492;1.5434;-4.574;-7.2226;4.8045;0.9445;-2.0371;-4.0695;0.3383;0.5667;0.5924;0.0;35.34;38.19;-18.68;258.3;47.93;43.14;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2536;2023-09-21 21:21:00:584
-3.8596;-9.2483;-0.859;-4.574;-7.2226;4.8045;0.9445;-2.0371;-4.0695;0.3383;0.5667;0.5924;0.0;35.34;38.19;-18.68;258.3;47.93;43.14;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2540;2023-09-21 21:21:00:588
-3.8596;-9.2483;-0.859;-4.574;-7.2226;4.8045;0.9445;-2.0371;-4.0695;0.1581;1.4103;0.6174;0.0;35.34;38.19;-18.68;258.3;47.93;43.14;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2546;2023-09-21 21:21:00:594
-3.8596;-9.2483;-0.859;-4.7261;-7.1806;4.7194;1.1732;-1.7086;-5.7404;0.1581;1.4103;0.6174;0.0;34.29;38.06;-19.61;258.3;47.93;43.14;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2551;2023-09-21 21:21:00:599
-3.0221;-7.6427;-1.3519;-4.7261;-7.1806;4.7194;1.1732;-1.7086;-5.7404;0.1581;1.4103;0.6174;0.0;34.29;38.06;-19.61;258.3;47.93;43.14;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2556;2023-09-21 21:21:00:604
-3.0221;-7.6427;-1.3519;-4.7261;-7.1806;4.7194;1.1732;-1.7086;-5.7404;0.0029;1.7322;0.7194;0.0;34.29;38.06;-19.61;258.3;47.93;43.14;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2561;2023-09-21 21:21:00:609
-2.3498;-5.1685;-0.6078;-4.9163;-7.1408;4.5835;2.3833;0.82;-5.8421;0.0029;1.7322;0.7194;0.0;34.29;38.06;-19.61;258.3;47.93;43.14;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2565;2023-09-21 21:21:00:613
-2.3498;-5.1685;-0.6078;-4.9163;-7.1408;4.5835;2.3833;0.82;-5.8421;-0.1688;1.6748;0.929;0.0;34.2;37.22;-20.89;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2571;2023-09-21 21:21:00:619
-2.3498;-5.1685;-0.6078;-4.9163;-7.1408;4.5835;2.3833;0.82;-5.8421;-0.1688;1.6748;0.929;0.0;34.2;37.22;-20.89;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2575;2023-09-21 21:21:00:623
-0.9547;-4.9986;2.9432;-5.1342;-7.0881;4.4237;3.8013;2.4912;-4.0617;-0.2946;1.8287;1.0756;0.0;34.2;37.22;-20.89;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2580;2023-09-21 21:21:00:628
-0.9547;-4.9986;2.9432;-5.1342;-7.0881;4.4237;3.8013;2.4912;-4.0617;-0.2946;1.8287;1.0756;0.0;34.2;37.22;-20.89;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2585;2023-09-21 21:21:00:633
-1.1055;-3.7711;1.3854;-5.1342;-7.0881;4.4237;3.8013;2.4912;-4.0617;-0.3398;2.442;1.0475;0.0;34.5;36.81;-20.79;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2591;2023-09-21 21:21:00:639
-1.1055;-3.7711;1.3854;-5.3811;-7.0306;4.2171;4.4673;3.0583;-2.8205;-0.3398;2.442;1.0475;0.0;34.5;36.81;-20.79;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2596;2023-09-21 21:21:00:644
-1.1055;-3.7711;1.3854;-5.3811;-7.0306;4.2171;4.4673;3.0583;-2.8205;-0.3398;2.442;1.0475;0.0;34.5;36.81;-20.79;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2600;2023-09-21 21:21:00:648
-0.9045;-3.5677;1.7228;-5.6571;-6.9713;3.9456;4.6514;3.3664;-2.1765;-0.2836;3.0211;1.0084;0.0;34.5;36.47;-20.38;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2607;2023-09-21 21:21:00:655
-0.9045;-3.5677;1.7228;-5.6571;-6.9713;3.9456;4.6514;3.3664;-2.1765;-0.2836;3.0211;1.0084;0.0;34.5;36.47;-20.38;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2610;2023-09-21 21:21:00:658
-0.347;-3.8166;2.345;-5.6571;-6.9713;3.9456;4.6514;3.3664;-2.1765;-0.2506;3.566;0.9723;0.0;34.5;36.47;-20.38;247.91;46.73;47.01;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2616;2023-09-21 21:21:00:664
-0.347;-3.8166;2.345;-5.6571;-6.9713;3.9456;4.6514;3.3664;-2.1765;-0.2506;3.566;0.9723;0.0;35.51;36.49;-19.8;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2620;2023-09-21 21:21:00:668
-0.347;-3.8166;2.345;-5.9516;-6.9047;3.6158;5.5619;3.0856;-1.2196;-0.1187;4.1659;1.0072;0.0;35.51;36.49;-19.8;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2626;2023-09-21 21:21:00:674
-0.67;-4.7569;2.7182;-5.9516;-6.9047;3.6158;5.5619;3.0856;-1.2196;-0.1187;4.1659;1.0072;0.0;35.51;36.49;-19.8;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2630;2023-09-21 21:21:00:678
-0.67;-4.7569;2.7182;-6.2606;-6.82;3.2345;5.5021;1.7373;-0.3972;0.0218;4.4646;1.0725;0.0;35.51;36.49;-19.8;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2636;2023-09-21 21:21:00:684
-0.67;-4.7569;2.7182;-6.2606;-6.82;3.2345;5.5021;1.7373;-0.3972;0.0218;4.4646;1.0725;0.0;36.69;35.68;-18.41;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2641;2023-09-21 21:21:00:689
-0.1699;-7.6714;3.3188;-6.2606;-6.82;3.2345;5.5021;1.7373;-0.3972;0.1434;4.4866;1.0408;0.0;36.69;35.68;-18.41;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2646;2023-09-21 21:21:00:694
-0.1699;-7.6714;3.3188;-6.5394;-6.7319;2.8441;6.3761;-1.2571;0.6413;0.1434;4.4866;1.0408;0.0;36.69;35.68;-18.41;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2650;2023-09-21 21:21:00:698
1.2706;-9.9757;4.7402;-6.5394;-6.7319;2.8441;6.3761;-1.2571;0.6413;0.3853;4.4377;0.6865;0.0;36.69;35.68;-18.41;227.76;45.31;55.11;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2656;2023-09-21 21:21:00:704
1.2706;-9.9757;4.7402;-6.5394;-6.7319;2.8441;6.3761;-1.2571;0.6413;0.3853;4.4377;0.6865;0.0;37.95;34.74;-16.63;172.09;43.35;66.5;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2660;2023-09-21 21:21:00:708
1.2706;-9.9757;4.7402;-6.7341;-6.6839;2.4794;8.0694;-3.9478;2.7708;0.6956;4.4273;0.1794;0.0;37.95;34.74;-16.63;172.09;43.35;66.5;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2665;2023-09-21 21:21:00:713
1.7324;-11.4401;4.8383;-6.7341;-6.6839;2.4794;8.0694;-3.9478;2.7708;0.6956;4.4273;0.1794;0.0;37.95;34.74;-16.63;172.09;43.35;66.5;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2671;2023-09-21 21:21:00:719
1.7324;-11.4401;4.8383;-6.7341;-6.6839;2.4794;8.0694;-3.9478;2.7708;0.7176;3.0071;-0.4974;0.0;37.95;34.74;-16.63;172.09;43.35;66.5;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2676;2023-09-21 21:21:00:724
2.4861;-14.869;0.3422;-6.768;-6.7288;2.2558;8.9464;-6.5367;0.5247;0.7176;3.0071;-0.4974;0.0;39.11;33.86;-14.27;172.09;43.35;66.5;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2681;2023-09-21 21:21:00:729
2.4861;-14.869;0.3422;-6.768;-6.7288;2.2558;8.9464;-6.5367;0.5247;-0.0362;-0.4193;-1.5707;0.0;39.11;33.86;-14.27;172.09;43.35;66.5;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2686;2023-09-21 21:21:00:734
2.4861;-14.869;0.3422;-6.768;-6.7288;2.2558;8.9464;-6.5367;0.5247;-0.0362;-0.4193;-1.5707;0.0;39.11;33.86;-14.27;172.09;43.35;66.5;5.0;972.58;0.0;;;;NaN;;;;;0 / 0;2690;2023-09-21 21:21:00:738
-1.1342;-12.0407;5.3623;-6.5246;-6.9474;2.3092;7.2078;-6.9382;1.9236;0.017;-0.7308;-2.7515;0.0;39.11;33.86;-14.27;172.09;43.35;66.5;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2696;2023-09-21 21:21:00:744
-1.1342;-12.0407;5.3623;-6.5246;-6.9474;2.3092;7.2078;-6.9382;1.9236;0.017;-0.7308;-2.7515;0.0;39.73;32.91;-11.55;198.0;45.11;70.51;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2701;2023-09-21 21:21:00:749
-5.6806;-8.7649;3.5151;-6.5246;-6.9474;2.3092;7.2078;-6.9382;1.9236;0.1452;-0.7284;-3.1797;0.0;39.73;32.91;-11.55;198.0;45.11;70.51;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;2706;2023-09-21 21:21:00:754
