sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.938;-2.3904;10.8467;-0.6487;-0.7976;9.7526;1.5881;-1.8561;1.4194;-1.4907;1.9191;1.2051;39.015;18.04;13.69;-42.82;304.72;3.49;2.2;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;6;2023-09-21 21:20:58:054
0.938;-2.3904;10.8467;-0.6487;-0.7976;9.7526;1.5881;-1.8561;1.4194;-1.3105;1.8947;0.8856;39.015;18.04;13.69;-42.82;304.72;3.49;2.2;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;11;2023-09-21 21:20:58:059
0.938;-2.3904;10.8467;-0.6487;-0.7976;9.7526;1.5881;-1.8561;1.4194;-1.3105;1.8947;0.8856;39.015;18.04;13.69;-42.82;304.72;3.49;2.2;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;16;2023-09-21 21:20:58:064
-0.2058;-1.8305;9.9135;-0.9179;-0.9664;9.7157;1.062;-0.9602;0.6279;-1.1944;1.9032;0.6852;39.015;18.94;15.08;-42.0;304.72;3.49;2.2;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;20;2023-09-21 21:20:58:068
-0.2058;-1.8305;9.9135;-0.9179;-0.9664;9.7157;1.062;-0.9602;0.6279;-1.1944;1.9032;0.6852;39.015;18.94;15.08;-42.0;304.72;3.49;2.2;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;26;2023-09-21 21:20:58:074
-1.4859;-1.9071;8.7482;-0.9179;-0.9664;9.7157;1.062;-0.9602;0.6279;-1.1119;1.7224;0.5301;39.015;18.94;15.08;-42.0;304.72;3.49;2.2;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;31;2023-09-21 21:20:58:079
-1.4859;-1.9071;8.7482;-1.1663;-1.1172;9.6727;-0.2075;-0.7822;-0.6396;-1.1119;1.7224;0.5301;39.015;18.94;15.08;-42.0;304.72;3.49;2.2;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;36;2023-09-21 21:20:58:084
-1.4859;-1.9071;8.7482;-1.1663;-1.1172;9.6727;-0.2075;-0.7822;-0.6396;-1.1077;1.3192;0.4934;39.015;20.4;16.26;-41.19;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;41;2023-09-21 21:20:58:089
-2.9695;-2.4933;7.9131;-1.1663;-1.1172;9.6727;-0.2075;-0.7822;-0.6396;-1.1077;1.3192;0.4934;39.015;20.4;16.26;-41.19;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;46;2023-09-21 21:20:58:094
-2.9695;-2.4933;7.9131;-1.1663;-1.1172;9.6727;-0.2075;-0.7822;-0.6396;-1.1077;1.3192;0.4934;39.015;20.4;16.26;-41.19;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;51;2023-09-21 21:20:58:099
-4.3693;-3.283;7.48;-1.3359;-1.2674;9.6322;-1.7965;-1.3159;-1.6274;-1.1394;0.7945;0.5704;39.015;20.4;16.26;-41.19;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;55;2023-09-21 21:20:58:103
-4.3693;-3.283;7.48;-1.3359;-1.2674;9.6322;-1.7965;-1.3159;-1.6274;-1.1394;0.7945;0.5704;39.015;21.71;16.89;-41.25;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;61;2023-09-21 21:20:58:109
-4.3693;-3.283;7.48;-1.4165;-1.4259;9.5985;-3.076;-1.9446;-1.9163;-1.2616;0.161;0.896;39.015;21.71;16.89;-41.25;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;65;2023-09-21 21:20:58:113
-4.8359;-3.7041;7.9011;-1.4165;-1.4259;9.5985;-3.076;-1.9446;-1.9163;-1.2616;0.161;0.896;39.015;21.71;16.89;-41.25;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;71;2023-09-21 21:20:58:119
-4.8359;-3.7041;7.9011;-1.4165;-1.4259;9.5985;-3.076;-1.9446;-1.9163;-1.454;-0.1193;1.2546;39.015;21.71;16.89;-41.25;306.31;6.54;6.88;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;75;2023-09-21 21:20:58:123
-4.8359;-3.7041;7.9011;-1.4485;-1.6022;9.5658;-3.2687;-2.1297;-1.3398;-1.454;-0.1193;1.2546;39.015;22.74;17.91;-40.99;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;80;2023-09-21 21:20:58:128
-3.7854;-3.5031;8.5352;-1.4485;-1.6022;9.5658;-3.2687;-2.1297;-1.3398;-1.6385;-0.1798;1.483;39.015;22.74;17.91;-40.99;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;87;2023-09-21 21:20:58:135
-3.7854;-3.5031;8.5352;-1.4485;-1.6022;9.5658;-3.2687;-2.1297;-1.3398;-1.6385;-0.1798;1.483;39.015;22.74;17.91;-40.99;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;90;2023-09-21 21:20:58:138
-3.7854;-3.5031;8.5352;-1.4731;-1.8055;9.5258;-2.0184;-1.6312;-0.5928;-1.6385;-0.1798;1.483;72.0225;22.74;17.91;-40.99;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;96;2023-09-21 21:20:58:144
-2.3785;-2.9671;9.2961;-1.4731;-1.8055;9.5258;-2.0184;-1.6312;-0.5928;-1.8529;-0.0412;1.6119;72.0225;23.85;19.01;-40.8;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;101;2023-09-21 21:20:58:149
-2.3785;-2.9671;9.2961;-1.4731;-1.8055;9.5258;-2.0184;-1.6312;-0.5928;-1.8529;-0.0412;1.6119;72.0225;23.85;19.01;-40.8;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;105;2023-09-21 21:20:58:153
-0.9619;-2.3785;9.332;-1.5187;-2.0343;9.4723;-0.4277;-0.7616;0.052;-1.98;0.026;1.5667;72.0225;23.85;19.01;-40.8;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;111;2023-09-21 21:20:58:159
-0.9619;-2.3785;9.332;-1.5187;-2.0343;9.4723;-0.4277;-0.7616;0.052;-1.98;0.026;1.5667;72.0225;23.85;19.01;-40.8;302.49;9.4;8.61;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;115;2023-09-21 21:20:58:163
-0.9619;-2.3785;9.332;-1.568;-2.2831;9.4074;0.9152;-0.0258;0.0833;-2.0979;0.0633;1.3712;72.0225;24.26;19.86;-40.87;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;121;2023-09-21 21:20:58:169
-0.8112;-2.2588;9.5139;-1.568;-2.2831;9.4074;0.9152;-0.0258;0.0833;-2.0979;0.0633;1.3712;72.0225;24.26;19.86;-40.87;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;127;2023-09-21 21:20:58:175
-0.8112;-2.2588;9.5139;-1.568;-2.2831;9.4074;0.9152;-0.0258;0.0833;-2.1363;-0.0515;1.2259;72.0225;24.26;19.86;-40.87;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;131;2023-09-21 21:20:58:179
-1.4405;-2.6201;10.4495;-1.6035;-2.5406;9.3351;0.3951;0.0657;0.8375;-2.1363;-0.0515;1.2259;72.0225;24.26;19.86;-40.87;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;138;2023-09-21 21:20:58:186
-1.4405;-2.6201;10.4495;-1.6035;-2.5406;9.3351;0.3951;0.0657;0.8375;-2.1363;-0.0515;1.2259;72.0225;24.47;21.0;-40.63;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;140;2023-09-21 21:20:58:188
-1.4405;-2.6201;10.4495;-1.6035;-2.5406;9.3351;0.3951;0.0657;0.8375;-2.0667;-0.1432;1.1519;72.0225;24.47;21.0;-40.63;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;146;2023-09-21 21:20:58:194
-2.3139;-3.6514;12.5815;-1.6035;-2.5406;9.3351;0.3951;0.0657;0.8375;-2.0667;-0.1432;1.1519;72.0225;24.47;21.0;-40.63;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;150;2023-09-21 21:20:58:198
-2.3139;-3.6514;12.5815;-1.6329;-2.7871;9.2594;-0.5389;-0.6316;3.0225;-1.9592;0.1885;1.1006;72.0225;24.43;21.41;-40.57;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;155;2023-09-21 21:20:58:203
-2.3785;-4.343;13.5673;-1.6329;-2.7871;9.2594;-0.5389;-0.6316;3.0225;-1.9592;0.1885;1.1006;72.0225;24.43;21.41;-40.57;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;161;2023-09-21 21:20:58:209
-2.3785;-4.343;13.5673;-1.7291;-3.015;9.1701;-0.6797;-1.3287;4.4961;-1.8749;0.723;1.0768;72.0225;24.43;21.41;-40.57;301.1;11.97;9.11;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;165;2023-09-21 21:20:58:213
-2.3785;-4.343;13.5673;-1.7291;-3.015;9.1701;-0.6797;-1.3287;4.4961;-1.8749;0.723;1.0768;72.0225;24.53;22.13;-40.37;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;170;2023-09-21 21:20:58:218
-2.7948;-3.8883;12.67;-1.7291;-3.015;9.1701;-0.6797;-1.3287;4.4961;-1.8205;1.3382;1.0554;72.0225;24.53;22.13;-40.37;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;176;2023-09-21 21:20:58:224
-2.7948;-3.8883;12.67;-1.9394;-3.2255;9.0557;-0.8188;-0.8003;3.8873;-1.8205;1.3382;1.0554;72.0225;24.53;22.13;-40.37;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;181;2023-09-21 21:20:58:229
-2.7948;-3.8883;12.67;-1.9394;-3.2255;9.0557;-0.8188;-0.8003;3.8873;-1.8266;1.7621;1.0121;72.0225;24.53;22.13;-40.37;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;186;2023-09-21 21:20:58:234
-3.6371;-2.2899;11.129;-1.9394;-3.2255;9.0557;-0.8188;-0.8003;3.8873;-1.8266;1.7621;1.0121;72.0225;24.56;22.59;-40.16;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;190;2023-09-21 21:20:58:238
-3.6371;-2.2899;11.129;-2.2248;-3.4288;8.9143;-1.3427;0.9662;2.4321;-1.8266;1.7621;1.0121;72.0225;24.56;22.59;-40.16;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;196;2023-09-21 21:20:58:244
-3.6371;-2.2899;11.129;-2.2248;-3.4288;8.9143;-1.3427;0.9662;2.4321;-1.9012;1.9802;0.9094;72.0225;24.56;22.59;-40.16;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;200;2023-09-21 21:20:58:248
-4.3765;-1.4405;10.5787;-2.2248;-3.4288;8.9143;-1.3427;0.9662;2.4321;-1.9012;1.9802;0.9094;72.0225;24.92;23.03;-39.86;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;206;2023-09-21 21:20:58:254
-4.3765;-1.4405;10.5787;-2.5275;-3.6325;8.7514;-1.947;2.1205;1.9498;-1.9513;2.0016;0.877;72.0225;24.92;23.03;-39.86;293.4;17.91;10.68;5.0;972.53;0.0;;;;NaN;;;;;0 / 0;213;2023-09-21 21:20:58:261
-5.4437;-2.5292;11.0477;-2.5275;-3.6325;8.7514;-1.947;2.1205;1.9498;-1.9513;2.0016;0.877;72.0225;24.92;23.03;-39.86;293.4;17.91;10.68;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;215;2023-09-21 21:20:58:263
-5.4437;-2.5292;11.0477;-2.8278;-3.8334;8.572;-2.5887;1.3121;2.5329;-1.9757;1.9503;0.9278;72.0225;25.76;23.87;-39.09;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;222;2023-09-21 21:20:58:270
-5.4437;-2.5292;11.0477;-2.8278;-3.8334;8.572;-2.5887;1.3121;2.5329;-1.9757;1.9503;0.9278;72.0225;25.76;23.87;-39.09;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;226;2023-09-21 21:20:58:274
-5.2546;-1.9095;11.3683;-2.8278;-3.8334;8.572;-2.5887;1.3121;2.5329;-1.9195;1.8501;0.9125;72.0225;25.76;23.87;-39.09;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;230;2023-09-21 21:20:58:278
-5.2546;-1.9095;11.3683;-3.1083;-4.0176;8.3886;-2.2417;1.7708;2.8927;-1.9195;1.8501;0.9125;72.0225;25.76;23.87;-39.09;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;236;2023-09-21 21:20:58:284
-5.2546;-1.9095;11.3683;-3.1083;-4.0176;8.3886;-2.2417;1.7708;2.8927;-1.9054;1.6583;1.0224;72.0225;27.24;24.47;-38.46;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;241;2023-09-21 21:20:58:289
-5.1613;-4.2377;11.2415;-3.1083;-4.0176;8.3886;-2.2417;1.7708;2.8927;-1.9054;1.6583;1.0224;72.0225;27.24;24.47;-38.46;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;245;2023-09-21 21:20:58:293
-5.1613;-4.2377;11.2415;-3.3596;-4.1849;8.2079;-1.8494;-0.214;3.1592;-1.9054;1.6583;1.0224;72.0225;27.24;24.47;-38.46;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;251;2023-09-21 21:20:58:299
-5.1613;-4.2377;11.2415;-3.3596;-4.1849;8.2079;-1.8494;-0.214;3.1592;-1.7796;1.3082;1.1055;99.0225;27.24;24.47;-38.46;292.08;21.74;16.11;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;255;2023-09-21 21:20:58:303
-4.9388;-5.3169;10.8921;-3.5024;-4.2818;8.0975;-1.5242;-0.8667;3.0914;-1.7796;1.3082;1.1055;99.0225;28.37;25.41;-37.93;282.79;25.89;23.39;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;263;2023-09-21 21:20:58:311
-4.9388;-5.3169;10.8921;-3.5024;-4.2818;8.0975;-1.5242;-0.8667;3.0914;-1.6935;1.1739;1.1782;99.0225;28.37;25.41;-37.93;282.79;25.89;23.39;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;266;2023-09-21 21:20:58:314
-4.7785;-5.482;10.1719;-3.5024;-4.2818;8.0975;-1.5242;-0.8667;3.0914;-1.6935;1.1739;1.1782;99.0225;28.37;25.41;-37.93;282.79;25.89;23.39;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;272;2023-09-21 21:20:58:320
-4.7785;-5.482;10.1719;-3.7132;-4.4136;7.9311;-1.1122;-1.1303;2.3925;-1.7075;1.1794;1.2582;99.0225;28.37;25.41;-37.93;282.79;25.89;23.39;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;275;2023-09-21 21:20:58:323
-4.7785;-5.482;10.1719;-3.7132;-4.4136;7.9311;-1.1122;-1.1303;2.3925;-1.7075;1.1794;1.2582;99.0225;29.42;26.25;-36.94;282.79;25.89;23.39;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;281;2023-09-21 21:20:58:329
-5.0034;-4.9101;9.9637;-3.7132;-4.4136;7.9311;-1.1122;-1.1303;2.3925;-1.7643;1.1726;1.3425;99.0225;29.42;26.25;-36.94;282.79;25.89;23.39;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;286;2023-09-21 21:20:58:334
-5.0034;-4.9101;9.9637;-3.9312;-4.5367;7.7547;-1.0932;-0.4535;2.2514;-1.7643;1.1726;1.3425;99.0225;29.42;26.25;-36.94;282.79;25.89;23.39;5.0;972.54;0.0;;;;NaN;;;;;0 / 0;291;2023-09-21 21:20:58:339
-5.0034;-4.9101;9.9637;-3.9312;-4.5367;7.7547;-1.0932;-0.4535;2.2514;-1.7643;1.1726;1.3425;99.0225;29.42;26.25;-36.94;282.79;25.89;23.39;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;295;2023-09-21 21:20:58:343
-4.7282;-4.4315;10.7222;-3.9312;-4.5367;7.7547;-1.0932;-0.4535;2.2514;-1.8199;1.1952;1.3957;99.0225;30.38;26.96;-36.43;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;301;2023-09-21 21:20:58:349
-4.7282;-4.4315;10.7222;-4.1534;-4.6512;7.5688;-0.6591;0.1265;3.1166;-1.8199;1.1952;1.3957;99.0225;30.38;26.96;-36.43;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;306;2023-09-21 21:20:58:354
-4.0774;-3.8309;11.2726;-4.1534;-4.6512;7.5688;-0.6591;0.1265;3.1166;-1.7741;1.3229;1.3364;99.0225;30.38;26.96;-36.43;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;311;2023-09-21 21:20:58:359
-4.0774;-3.8309;11.2726;-4.1534;-4.6512;7.5688;-0.6591;0.1265;3.1166;-1.7741;1.3229;1.3364;99.0225;30.38;26.96;-36.43;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;316;2023-09-21 21:20:58:364
-4.0774;-3.8309;11.2726;-4.3837;-4.7511;7.3743;0.3768;0.9662;4.0232;-1.6599;1.4665;1.2014;99.0225;30.38;26.96;-36.43;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;320;2023-09-21 21:20:58:368
-3.4528;-3.4146;11.208;-4.3837;-4.7511;7.3743;0.3768;0.9662;4.0232;-1.6599;1.4665;1.2014;99.0225;30.92;27.66;-35.61;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;326;2023-09-21 21:20:58:374
-3.4528;-3.4146;11.208;-4.6083;-4.8333;7.1815;1.19;1.4105;3.9883;-1.4784;1.5239;1.0175;99.0225;30.92;27.66;-35.61;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;330;2023-09-21 21:20:58:378
-3.4528;-3.4146;11.208;-4.6083;-4.8333;7.1815;1.19;1.4105;3.9883;-1.4784;1.5239;1.0175;99.0225;30.92;27.66;-35.61;285.0;27.56;26.88;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;337;2023-09-21 21:20:58:385
-2.6967;-3.6706;10.751;-4.6083;-4.8333;7.1815;1.19;1.4105;3.9883;-1.3019;1.6393;0.8031;99.0225;31.63;27.58;-34.73;279.39;29.53;32.69;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;341;2023-09-21 21:20:58:389
-2.6967;-3.6706;10.751;-4.8221;-4.9049;6.9899;2.1684;1.1802;3.7404;-1.3019;1.6393;0.8031;99.0225;31.63;27.58;-34.73;279.39;29.53;32.69;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;347;2023-09-21 21:20:58:395
-2.3928;-4.0032;10.3968;-4.8221;-4.9049;6.9899;2.1684;1.1802;3.7404;-1.1932;1.8189;0.5942;99.0225;31.93;27.66;-34.31;279.39;29.53;32.69;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;350;2023-09-21 21:20:58:398
-2.3928;-4.0032;10.3968;-4.8221;-4.9049;6.9899;2.1684;1.1802;3.7404;-1.1932;1.8189;0.5942;99.0225;31.93;27.66;-34.31;279.39;29.53;32.69;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;356;2023-09-21 21:20:58:404
-2.3928;-4.0032;10.3968;-5.0345;-4.9777;6.7857;2.537;0.9287;3.5614;-1.1932;1.8189;0.5942;99.0225;31.93;27.66;-34.31;279.39;29.53;32.69;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;362;2023-09-21 21:20:58:410
-2.7565;-3.9793;9.9374;-5.0345;-4.9777;6.7857;2.537;0.9287;3.5614;-1.0759;2.0633;0.3364;99.0225;31.93;27.66;-34.31;279.39;29.53;32.69;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;366;2023-09-21 21:20:58:414
-2.7565;-3.9793;9.9374;-5.0345;-4.9777;6.7857;2.537;0.9287;3.5614;-1.0759;2.0633;0.3364;99.0225;33.06;27.68;-33.3;279.39;29.53;32.69;5.0;972.55;0.0;;;;NaN;;;;;0 / 0;370;2023-09-21 21:20:58:418
-2.7565;-3.9793;9.9374;-5.2483;-5.0553;6.5628;2.4709;1.1707;3.145;-0.9629;2.2905;0.0841;99.0225;33.06;27.68;-33.3;279.39;29.53;32.69;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;376;2023-09-21 21:20:58:424
-2.6225;-4.0415;9.3894;-5.2483;-5.0553;6.5628;2.4709;1.1707;3.145;-0.9629;2.2905;0.0841;99.0225;33.06;27.68;-33.3;279.39;29.53;32.69;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;380;2023-09-21 21:20:58:428
-2.6225;-4.0415;9.3894;-5.2483;-5.0553;6.5628;2.4709;1.1707;3.145;-0.9629;2.2905;0.0841;99.0225;33.06;27.68;-33.3;279.39;29.53;32.69;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;386;2023-09-21 21:20:58:434
-2.5795;-4.1898;9.2578;-5.3872;-5.1096;6.4062;2.7637;0.9831;2.9421;-0.8719;2.3883;-0.0619;99.0225;34.03;27.68;-31.97;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;391;2023-09-21 21:20:58:439
-2.5795;-4.1898;9.2578;-5.3872;-5.1096;6.4062;2.7637;0.9831;2.9421;-0.8719;2.3883;-0.0619;99.0225;34.03;27.68;-31.97;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;396;2023-09-21 21:20:58:444
-2.5795;-4.1898;9.2578;-5.5775;-5.186;6.178;2.8487;1.0061;3.1617;-0.6739;2.2661;-0.1718;99.0225;34.03;27.68;-31.97;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;401;2023-09-21 21:20:58:449
-3.0197;-4.4483;9.399;-5.5775;-5.186;6.178;2.8487;1.0061;3.1617;-0.6739;2.2661;-0.1718;99.0225;34.03;27.68;-31.97;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;406;2023-09-21 21:20:58:454
-3.0197;-4.4483;9.399;-5.5775;-5.186;6.178;2.8487;1.0061;3.1617;-0.5353;2.2759;-0.1761;99.0225;35.14;27.92;-30.51;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;412;2023-09-21 21:20:58:460
-3.0197;-4.4483;9.399;-5.7526;-5.2447;5.9642;2.4456;0.5959;3.4141;-0.5353;2.2759;-0.1761;100.98;35.14;27.92;-30.51;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;415;2023-09-21 21:20:58:463
-4.5129;-4.9316;8.9013;-5.7526;-5.2447;5.9642;2.4456;0.5959;3.4141;-0.3416;2.4793;-0.1498;100.98;35.14;27.92;-30.51;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;420;2023-09-21 21:20:58:468
-4.5129;-4.9316;8.9013;-5.7526;-5.2447;5.9642;2.4456;0.5959;3.4141;-0.3416;2.4793;-0.1498;100.98;35.14;27.92;-30.51;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;426;2023-09-21 21:20:58:474
-5.2834;-4.855;8.1308;-5.9446;-5.2821;5.7387;1.0607;0.3475;2.9013;-0.3416;2.4793;-0.1498;100.98;35.14;27.92;-30.51;267.22;31.4;40.06;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;431;2023-09-21 21:20:58:479
-5.2834;-4.855;8.1308;-5.9446;-5.2821;5.7387;1.0607;0.3475;2.9013;-0.1932;2.756;-0.1846;100.98;36.23;28.54;-29.23;264.96;32.59;46.01;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;435;2023-09-21 21:20:58:483
-5.9916;-4.6516;6.6425;-6.1585;-5.3111;5.4805;0.3422;0.5907;1.6907;-0.1932;2.756;-0.1846;100.98;36.23;28.54;-29.23;264.96;32.59;46.01;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;441;2023-09-21 21:20:58:489
-5.9916;-4.6516;6.6425;-6.1585;-5.3111;5.4805;0.3422;0.5907;1.6907;-0.1113;3.1427;-0.3215;100.98;36.23;28.54;-29.23;264.96;32.59;46.01;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;447;2023-09-21 21:20:58:495
-5.9916;-4.6516;6.6425;-6.1585;-5.3111;5.4805;0.3422;0.5907;1.6907;-0.1113;3.1427;-0.3215;100.98;36.98;28.82;-27.84;264.96;32.59;46.01;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;450;2023-09-21 21:20:58:498
-6.6018;-4.8215;4.6684;-6.378;-5.3547;5.1787;-0.0708;0.6016;-0.0458;-0.2262;3.3229;-0.4241;100.98;36.98;28.82;-27.84;264.96;32.59;46.01;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;457;2023-09-21 21:20:58:505
-6.6018;-4.8215;4.6684;-6.378;-5.3547;5.1787;-0.0708;0.6016;-0.0458;-0.2262;3.3229;-0.4241;100.98;36.98;28.82;-27.84;264.96;32.59;46.01;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;461;2023-09-21 21:20:58:509
-6.6018;-4.8215;4.6684;-6.378;-5.3547;5.1787;-0.0708;0.6016;-0.0458;-0.2262;3.3229;-0.4241;100.98;36.98;28.82;-27.84;264.96;32.59;46.01;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;465;2023-09-21 21:20:58:513
-7.2144;-5.2307;3.4122;-6.5816;-5.4259;4.8387;-0.4767;0.4037;-1.1128;-0.4314;3.3162;-0.52;100.98;37.91;29.34;-26.16;230.12;33.59;53.68;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;470;2023-09-21 21:20:58:518
-7.2144;-5.2307;3.4122;-6.5816;-5.4259;4.8387;-0.4767;0.4037;-1.1128;-0.4314;3.3162;-0.52;100.98;37.91;29.34;-26.16;230.12;33.59;53.68;5.0;972.56;0.0;;;;NaN;;;;;0 / 0;476;2023-09-21 21:20:58:524
